t_s,I,Q
0.00726,-2.22531019,0.338688562
0.00727,-2.23942845,-0.353501725
0.00728,-2.02232826,-0.963493575
0.00729,-1.58559552,-1.604293
0.0073,-1.03036975,-1.94345058
0.00731,-0.382608146,-2.21925628
0.00732,0.284892661,-2.16779966
0.00733,1.05021044,-1.94473221
0.00734,1.61868039,-1.57542874
0.00735,2.03075069,-0.982856616
0.00736,2.18542558,-0.366034107
0.00737,2.18097001,0.34922768
0.00738,2.09333396,1.05495777
0.00739,1.54118695,1.61538383
0.0074,1.00209863,1.9376589
0.00741,0.303992844,2.17765837
0.00742,-0.303780483,2.185709
0.00743,-0.937881071,1.9360962
0.00744,-1.59076217,1.54813674
0.00745,-1.9145091,1.00979363
0.00746,-2.15941229,0.382673015
0.00747,-2.095741,-0.329483148
0.00748,-1.96916511,-0.976366826
0.00749,-1.55219673,-1.52745997
0.0075,-1.00278104,-1.95604476
0.00751,-0.350405579,-2.17320731
0.00752,0.335963135,-2.15677751
0.00753,0.99912368,-1.96437446
0.00754,1.59751556,-1.53761911
0.00755,1.90730527,-0.951914297
0.00756,2.12991554,-0.391152943
0.00757,2.16500268,0.42184709
0.00758,1.90978929,0.976750872
0.00759,1.52284945,1.50784045
0.0076,0.934727457,1.94794656
0.00761,0.423527143,2.13341874
0.00762,-0.293599558,2.15899145
0.00763,-0.96705096,1.98630653
0.00764,-1.55797083,1.51435911
0.00765,-1.94547906,0.975766971
0.00766,-2.15600212,0.288692598
0.00767,-2.15813793,-0.308518279
0.00768,-1.95996686,-0.999783147
0.00769,-1.49500505,-1.4680522
0.0077,-0.974162232,-1.8852961
0.00771,-0.290944905,-2.13290685
0.00772,0.355304475,-2.10186515
0.00773,0.937413798,-1.92675347
0.00774,1.50736839,-1.50545022
0.00775,1.94291043,-0.996054133
0.00776,2.08322892,-0.332619031
0.00777,2.10619706,0.303117916
0.00778,1.83414561,0.984678366
0.00779,1.51970964,1.49184748
0.0078,0.876675675,1.91188046
0.00781,0.299368733,2.11128736
0.00782,-0.36641364,2.09977703
0.00783,-0.956143034,1.91515729
0.00784,-1.45808934,1.49773516
0.00785,-1.90074187,0.979858989
0.00786,-2.02249407,0.269492577
0.00787,-2.0909577,-0.344507994
0.00788,-1.94087523,-1.00481331
0.00789,-1.484539,-1.5590138
0.0079,-0.970716401,-1.805044
0.00791,-0.315693502,-2.04490227
0.00792,0.325963125,-2.01899194
0.00793,0.884277743,-1.86808191
0.00794,1.45865077,-1.44780686
0.00795,1.9010749,-0.953610027
0.00796,2.00128697,-0.341308179
0.00797,2.07948659,0.349626567
0.00798,1.76794298,1.00199712
0.00799,1.4698742,1.526932
0.008,0.981986321,1.87559352
0.00801,0.247164097,2.03398283
0.00802,-0.282391726,2.06805633
0.00803,-0.942541172,1.82619221
0.00804,-1.44241136,1.45051708
0.00805,-1.78738806,0.88515313
0.00806,-2.08233883,0.295829528
0.00807,-1.97825498,-0.275511074
0.00808,-1.83639283,-0.841804837
0.00809,-1.44555754,-1.42247564
0.0081,-0.983123951,-1.81975931
0.00811,-0.287323671,-2.05751475
0.00812,0.231363717,-2.01358871
0.00813,0.825392211,-1.81758129
0.00814,1.40581108,-1.41793187
0.00815,1.80299868,-0.955031955
0.00816,1.99433963,-0.273040106
0.00817,2.00089721,0.277353454
0.00818,1.81285069,0.909851517
0.00819,1.46121771,1.43540166
0.0082,0.941114217,1.78081943
0.00821,0.300974675,2.04250163
0.00822,-0.357703545,1.97780524
0.00823,-0.909479738,1.80986504
0.00824,-1.39872578,1.4526308
0.00825,-1.80840614,0.942731359
0.00826,-1.97663564,0.318199937
0.00827,-1.97181055,-0.343146661
0.00828,-1.82858393,-0.887879763
0.00829,-1.37093719,-1.41285161
0.0083,-0.848204465,-1.76918302
0.00831,-0.253061417,-1.94463838
0.00832,0.319142782,-1.87135423
0.00833,0.906160221,-1.74128622
0.00834,1.38156767,-1.43392112
0.00835,1.81937828,-0.879804591
0.00836,1.90273342,-0.264586158
0.00837,1.94599677,0.34939412
0.00838,1.76181138,0.870486376
0.00839,1.44096639,1.43160553
0.0084,0.84310613,1.80952032
0.00841,0.307274936,1.9727867
0.00842,-0.33846313,1.86479766
0.00843,-0.872028041,1.72912914
0.00844,-1.32849124,1.35282785
0.00845,-1.75036438,0.85288541
0.00846,-1.88586932,0.299728038
0.00847,-1.91112889,-0.334616317
0.00848,-1.73864609,-0.867063183
0.00849,-1.38442646,-1.37600666
0.0085,-0.87185393,-1.78341074
0.00851,-0.305118114,-1.87052974
0.00852,0.306414281,-1.92071928
0.00853,0.859296997,-1.72803495
0.00854,1.31535531,-1.32403392
0.00855,1.70613079,-0.874900468
0.00856,1.88918849,-0.36815167
0.00857,1.87040575,0.293292028
0.00858,1.63376393,0.914587014
0.00859,1.31150635,1.42213633
0.0086,0.87692433,1.71260151
0.00861,0.300319514,1.89321877
0.00862,-0.29966906,1.85962422
0.00863,-0.859577415,1.65787991
0.00864,-1.31461969,1.36920892
0.00865,-1.6550513,0.904209878
0.00866,-1.85749107,0.222165614
0.00867,-1.83469372,-0.317600271
0.00868,-1.72094395,-0.837143954
0.00869,-1.38139776,-1.3400628
0.0087,-0.85860622,-1.68410141
0.00871,-0.29933467,-1.81754042
0.00872,0.275512037,-1.83001443
0.00873,0.890912824,-1.67031906
0.00874,1.30953089,-1.35165968
0.00875,1.66974517,-0.844672363
0.00876,1.83720573,-0.348063162
0.00877,1.87439835,0.348672893
0.00878,1.69723703,0.875542956
0.00879,1.34998571,1.33142021
0.0088,0.862254351,1.64227991
0.00881,0.279742525,1.85840428
0.00882,-0.238776865,1.83170865
0.00883,-0.742750442,1.64837684
0.00884,-1.27059447,1.27239165
0.00885,-1.672529,0.834291575
0.00886,-1.82224813,0.255354894
0.00887,-1.7830481,-0.30262732
0.00888,-1.70255661,-0.855563325
0.00889,-1.28942416,-1.27401661
0.0089,-0.859709983,-1.70137135
0.00891,-0.270843342,-1.77387651
0.00892,0.326913865,-1.79263036
0.00893,0.83313183,-1.5904604
0.00894,1.27698293,-1.30091538
0.00895,1.58878737,-0.798185857
0.00896,1.85873903,-0.260075784
0.00897,1.78495687,0.281590872
0.00898,1.65740583,0.834141682
0.00899,1.31048515,1.32672249
0.009,0.826632841,1.68003683
0.00901,0.255438585,1.81170109
0.00902,-0.279755536,1.80442499
0.00903,-0.808305248,1.57470556
0.00904,-1.27557551,1.22031603
0.00905,-1.61738135,0.808337513
0.00906,-1.79158283,0.280740486
0.00907,-1.77336546,-0.217129891
0.00908,-1.58083623,-0.809952718
0.00909,-1.26245334,-1.29492709
0.0091,-0.875340943,-1.61112915
0.00911,-0.285723855,-1.78957811
0.00912,0.311474721,-1.84240175
0.00913,0.847656385,-1.59652582
0.00914,1.23918892,-1.25899274
0.00915,1.57094864,-0.75878587
0.00916,1.77566592,-0.24152349
0.00917,1.78404209,0.371965027
0.00918,1.6276036,0.722420059
0.00919,1.20445016,1.34752126
0.0092,0.860218842,1.62434917
0.00921,0.313819492,1.76172648
0.00922,-0.259080374,1.75533771
0.00923,-0.787221604,1.55704106
0.00924,-1.22416512,1.24293419
0.00925,-1.53303902,0.785194973
0.00926,-1.83626444,0.241087965
0.00927,-1.78410588,-0.267563465
0.00928,-1.57243686,-0.773124656
0.00929,-1.22060467,-1.22372883
0.0093,-0.759130063,-1.57003945
0.00931,-0.292446452,-1.62904862
0.00932,0.277913936,-1.69251927
0.00933,0.826597834,-1.52643485
0.00934,1.21718148,-1.17499278
0.00935,1.53020512,-0.788681951
0.00936,1.68452876,-0.234317615
0.00937,1.68636782,0.239961962
0.00938,1.52271286,0.754340057
0.00939,1.22457307,1.20717159
0.0094,0.786292042,1.56720795
0.00941,0.33886294,1.73286714
0.00942,-0.214369355,1.72064275
0.00943,-0.815335084,1.51142847
0.00944,-1.22119531,1.19307904
0.00945,-1.55645495,0.816429727
0.00946,-1.67581672,0.190498221
0.00947,-1.73255036,-0.266138772
0.00948,-1.55055621,-0.863449295
0.00949,-1.22343411,-1.22318674
0.0095,-0.779464879,-1.49421082
0.00951,-0.26729532,-1.69246285
0.00952,0.254826628,-1.67856488
0.00953,0.708396685,-1.52328763
0.00954,1.21140594,-1.19962448
0.00955,1.53635808,-0.782894029
0.00956,1.7340371,-0.289463851
0.00957,1.66164685,0.260212643
0.00958,1.50669387,0.813322019
0.00959,1.19365393,1.15279591
0.0096,0.79862298,1.4359377
0.00961,0.298301821,1.5804336
0.00962,-0.261156158,1.63146444
0.00963,-0.80917879,1.5458339
0.00964,-1.16848836,1.21801589
0.00965,-1.47284269,0.788774268
0.00966,-1.66350433,0.29540277
0.00967,-1.64468789,-0.189371269
0.00968,-1.43014046,-0.698011497
0.00969,-1.16408214,-1.16766666
0.0097,-0.710580357,-1.42403397
0.00971,-0.308685789,-1.6463716
0.00972,0.294857524,-1.62295677
0.00973,0.741471762,-1.44198491
0.00974,1.21621613,-1.13898388
0.00975,1.46609734,-0.741227137
0.00976,1.61412912,-0.240984934
0.00977,1.7005113,0.284804092
0.00978,1.48392518,0.731052027
0.00979,1.17326721,1.19806957
0.0098,0.739983361,1.37872819
0.00981,0.218839898,1.64340294
0.00982,-0.257251772,1.65951513
0.00983,-0.756136238,1.42632522
0.00984,-1.11084851,1.15530895
0.00985,-1.5017006,0.755618607
0.00986,-1.62542111,0.243520447
0.00987,-1.61083143,-0.267614756
0.00988,-1.44538616,-0.825710792
0.00989,-1.1531518,-1.15285048
0.0099,-0.770676804,-1.37375824
0.00991,-0.218933356,-1.57950739
0.00992,0.29248809,-1.57046382
0.00993,0.759279356,-1.42611728
0.00994,1.11349583,-1.07009839
0.00995,1.40669672,-0.791995915
0.00996,1.59884663,-0.254686117
0.00997,1.62501739,0.275977211
0.00998,1.47282406,0.74127519
0.00999,1.16355778,1.17787278
0.01,0.713696377,1.39696863
0.01001,0.255417544,1.62164218
0.01002,-0.242630497,1.58005985
0.01003,-0.772799725,1.37540314
0.01004,-1.10019184,1.19472613
0.01005,-1.39108368,0.716375997
0.01006,-1.59718908,0.252553674
0.01007,-1.57009536,-0.196880874
0.01008,-1.44148365,-0.675248199
0.01009,-1.13375282,-1.08485098
0.0101,-0.697199883,-1.38397141
0.01011,-0.266746615,-1.60935714
0.01012,0.279469365,-1.56245247
0.01013,0.664618223,-1.46942052
0.01014,1.08236921,-1.10690327
0.01015,1.41005609,-0.729957868
0.01016,1.57611385,-0.307006102
0.01017,1.5584767,0.32062368
0.01018,1.40194582,0.738970934
0.01019,1.10237359,1.05611231
0.0102,0.724404009,1.42924797
0.01021,0.29822337,1.55420685
0.01022,-0.26253007,1.50352826
0.01023,-0.724210389,1.33205987
0.01024,-1.12586423,1.08134638
0.01025,-1.36407941,0.73884336
0.01026,-1.58955382,0.295967986
0.01027,-1.54496174,-0.286078808
0.01028,-1.3918852,-0.701491062
0.01029,-1.04721362,-1.09050236
0.0103,-0.699577108,-1.36423637
0.01031,-0.240521805,-1.54751515
0.01032,0.227274142,-1.53083905
0.01033,0.747464695,-1.35420939
0.01034,1.07792823,-1.12096329
0.01035,1.42711376,-0.761521563
0.01036,1.53158418,-0.318930794
0.01037,1.54403424,0.304028091
0.01038,1.36124552,0.719943086
0.01039,1.06290282,1.07898741
0.0104,0.688260695,1.41102506
0.01041,0.263378588,1.49914753
0.01042,-0.255961208,1.57095519
0.01043,-0.744410725,1.38515593
0.01044,-1.10187612,0.990300125
0.01045,-1.33995907,0.720798304
0.01046,-1.51098386,0.198285121
0.01047,-1.52012972,-0.197467455
0.01048,-1.340074,-0.721448714
0.01049,-1.10993632,-1.05700656
0.0105,-0.690340766,-1.37253743
0.01051,-0.209072687,-1.45760052
0.01052,0.244671478,-1.49753283
0.01053,0.692722403,-1.31077025
0.01054,1.0427055,-1.11175383
0.01055,1.36426099,-0.64266979
0.01056,1.46365312,-0.241471169
0.01057,1.51410539,0.232372019
0.01058,1.3263097,0.64160688
0.01059,1.06684958,1.04666024
0.0106,0.654109033,1.27070562
0.01061,0.189074259,1.53529364
0.01062,-0.318033085,1.49403532
0.01063,-0.616921572,1.3585481
0.01064,-1.1332299,0.986260303
0.01065,-1.4383537,0.630570545
0.01066,-1.44536894,0.178638947
0.01067,-1.44178852,-0.259917482
0.01068,-1.35180373,-0.715324457
0.01069,-1.0093312,-1.05268229
0.0107,-0.689551336,-1.29177996
0.01071,-0.254801473,-1.45384783
0.01072,0.215230795,-1.43330998
0.01073,0.713970496,-1.28207393
0.01074,1.02341982,-1.08015759
0.01075,1.2861899,-0.66125483
0.01076,1.40683742,-0.28556764
0.01077,1.37035189,0.218047535
0.01078,1.33221227,0.704178053
0.01079,1.02584783,1.01814662
0.0108,0.663904757,1.3735476
0.01081,0.241599014,1.39984823
0.01082,-0.290118565,1.51167414
0.01083,-0.650285637,1.31292386
0.01084,-0.995594316,0.914065661
0.01085,-1.29413138,0.573183045
0.01086,-1.41327899,0.260807161
0.01087,-1.4319719,-0.16942122
0.01088,-1.24259101,-0.61906917
0.01089,-1.05325845,-0.992724339
0.0109,-0.609602548,-1.31218217
0.01091,-0.24647098,-1.3633545
0.01092,0.277219829,-1.43174121
0.01093,0.6432793,-1.2807383
0.01094,0.997073536,-0.991545993
0.01095,1.3093662,-0.690684537
0.01096,1.41142784,-0.255333998
0.01097,1.39842033,0.24479594
0.01098,1.2913484,0.683475829
0.01099,0.976063356,1.01612821
0.011,0.598278678,1.29269905
0.01101,0.206447093,1.36163445
0.01102,-0.246064045,1.37622416
0.01103,-0.603448512,1.27180918
0.01104,-1.00059097,0.992580894
0.01105,-1.33119172,0.699550355
0.01106,-1.39155954,0.1901981
0.01107,-1.40696164,-0.245789298
0.01108,-1.24512034,-0.617970181
0.01109,-1.02270002,-0.987170144
0.0111,-0.708441848,-1.22829121
0.01111,-0.16379474,-1.45482882
0.01112,0.250757813,-1.42213094
0.01113,0.641367199,-1.23876535
0.01114,1.0233616,-0.966743564
0.01115,1.24054601,-0.641938626
0.01116,1.39436648,-0.21492524
0.01117,1.3983537,0.224387354
0.01118,1.21705223,0.586764717
0.01119,0.97895479,0.952123591
0.0112,0.582101674,1.27735896
0.01121,0.224605173,1.321048
0.01122,-0.115922319,1.36760102
0.01123,-0.620372296,1.31770825
0.01124,-1.00792994,0.91003926
0.01125,-1.2049272,0.598047805
0.01126,-1.39033365,0.224233105
0.01127,-1.38395752,-0.223982583
0.01128,-1.18240033,-0.557218107
0.01129,-0.896243465,-0.973946114
0.0113,-0.586311392,-1.19848788
0.01131,-0.154819338,-1.36471666
0.01132,0.22632197,-1.3290614
0.01133,0.584486607,-1.19028894
0.01134,0.987488432,-0.98111974
0.01135,1.22202784,-0.600274849
0.01136,1.34231988,-0.200675027
0.01137,1.31093992,0.285639607
0.01138,1.26357014,0.57575892
0.01139,1.02868683,0.946708463
0.0114,0.645532617,1.17772189
0.01141,0.259213414,1.39167872
0.01142,-0.273551779,1.33885205
0.01143,-0.609755894,1.22484325
0.01144,-0.96495477,0.920313533
0.01145,-1.20296076,0.624991225
0.01146,-1.27922212,0.21273961
0.01147,-1.30284825,-0.175077486
0.01148,-1.15272828,-0.519856311
0.01149,-0.936009943,-0.959030263
0.0115,-0.630267361,-1.11594197
0.01151,-0.201031369,-1.27988025
0.01152,0.229901435,-1.33526445
0.01153,0.565024462,-1.17233181
0.01154,1.00677606,-0.97305192
0.01155,1.18276914,-0.633841474
0.01156,1.26181227,-0.223683223
0.01157,1.31281681,0.188144103
0.01158,1.13694187,0.626938957
0.01159,0.958226347,0.918172772
0.0116,0.56431991,1.17525333
0.01161,0.266191177,1.30872811
0.01162,-0.195468985,1.27973754
0.01163,-0.580327315,1.13993697
0.01164,-0.929467553,0.968739361
0.01165,-1.18582327,0.607585111
0.01166,-1.35002545,0.165427079
0.01167,-1.33498874,-0.196684502
0.01168,-1.17941856,-0.603669527
0.01169,-0.938328317,-0.899106715
0.0117,-0.64993544,-1.17164206
0.01171,-0.190416721,-1.25590588
0.01172,0.151758716,-1.24481307
0.01173,0.573048941,-1.17031535
0.01174,0.873511057,-0.917238018
0.01175,1.15060435,-0.59115034
0.01176,1.25392053,-0.200990548
0.01177,1.27567991,0.183639832
0.01178,1.14977797,0.592423628
0.01179,0.843283429,0.921073103
0.0118,0.53352921,1.10797711
0.01181,0.23471473,1.2888909
0.01182,-0.226376651,1.2281613
0.01183,-0.577128246,1.13854695
0.01184,-0.8598574,0.82725326
0.01185,-1.18871047,0.544871691
0.01186,-1.31093881,0.19109296
0.01187,-1.35018592,-0.204092962
0.01188,-1.15361901,-0.56910672
0.01189,-0.927945816,-0.896845088
0.0119,-0.568262697,-1.12233799
0.01191,-0.183323199,-1.27016127
0.01192,0.19472764,-1.24561531
0.01193,0.605335922,-1.14488087
0.01194,0.883215204,-0.892872645
0.01195,1.07887753,-0.584510059
0.01196,1.23202008,-0.17503174
0.01197,1.17736073,0.198561449
0.01198,1.11535992,0.619653295
0.01199,0.917382603,0.941830349
0.012,0.558714219,1.15667146
0.01201,0.229245394,1.23185263
0.01202,-0.184786658,1.2198199
0.01203,-0.660279303,1.15258934
0.01204,-0.90265856,0.810964648
0.01205,-1.15077458,0.572090107
0.01206,-1.24196005,0.17212779
0.01207,-1.28905516,-0.185027168
0.01208,-1.13188584,-0.570165555
0.01209,-0.902593408,-0.865836389
0.0121,-0.601806073,-1.17825683
0.01211,-0.197259102,-1.26699373
0.01212,0.240564976,-1.22478478
0.01213,0.567634121,-1.0811341
0.01214,0.908276902,-0.898318317
0.01215,1.08113338,-0.585465457
0.01216,1.22225462,-0.116976628
0.01217,1.20713638,0.211345489
0.01218,1.10936198,0.588963451
0.01219,0.840716341,0.813871173
0.0122,0.550103177,1.01795465
0.01221,0.144360366,1.19673238
0.01222,-0.173474492,1.19712538
0.01223,-0.559385408,1.06454259
0.01224,-0.902464667,0.836524876
0.01225,-1.04634409,0.55396144
0.01226,-1.15096011,0.226509359
0.01227,-1.19533524,-0.203221935
0.01228,-1.04551188,-0.648068428
0.01229,-0.876729638,-0.812004047
0.0123,-0.537110318,-1.05101626
0.01231,-0.191299452,-1.18293047
0.01232,0.112924286,-1.20926991
0.01233,0.527158646,-1.11685031
0.01234,0.781795571,-0.831385824
0.01235,1.00016407,-0.517639509
0.01236,1.16306372,-0.207401128
0.01237,1.18488347,0.191931749
0.01238,1.05258687,0.552816377
0.01239,0.825741164,0.792068787
0.0124,0.459715317,1.04792744
0.01241,0.197929385,1.15742725
0.01242,-0.198708352,1.2169666
0.01243,-0.574772538,1.07079807
0.01244,-0.787460862,0.828274878
0.01245,-1.09973697,0.559811766
0.01246,-1.18880723,0.204727725
0.01247,-1.17454648,-0.146616457
0.01248,-1.07468527,-0.514534856
0.01249,-0.803954175,-0.792754375
0.0125,-0.516250644,-1.03292398
0.01251,-0.10654157,-1.19682381
0.01252,0.188716773,-1.1255731
0.01253,0.563926471,-1.05936837
0.01254,0.868046561,-0.840174258
0.01255,1.02514196,-0.546535299
0.01256,1.22429685,-0.165898391
0.01257,1.22203909,0.19422679
0.01258,1.0300581,0.52140018
0.01259,0.815278161,0.814311881
0.0126,0.597025249,1.06929895
0.01261,0.148142067,1.15606087
0.01262,-0.160671111,1.14991136
0.01263,-0.531604223,1.04881726
0.01264,-0.865352799,0.836144499
0.01265,-1.01490219,0.497233853
0.01266,-1.14082321,0.226313421
0.01267,-1.12066033,-0.220377291
0.01268,-1.04395385,-0.493947455
0.01269,-0.800780997,-0.797527173
0.0127,-0.49710461,-0.987360046
0.01271,-0.146684672,-1.1637087
0.01272,0.209549459,-1.09817255
0.01273,0.478659102,-0.96124967
0.01274,0.826366596,-0.828688058
0.01275,1.00554315,-0.539208273
0.01276,1.13795552,-0.175002361
0.01277,1.12106953,0.189696165
0.01278,0.98501667,0.476114824
0.01279,0.763972161,0.815145883
0.0128,0.506274575,1.03909216
0.01281,0.163194414,1.17452047
0.01282,-0.208620418,1.13055567
0.01283,-0.490640845,1.01701927
0.01284,-0.816027005,0.799910645
0.01285,-1.06450581,0.469581137
0.01286,-1.08959551,0.179970514
0.01287,-1.15572747,-0.160313977
0.01288,-0.908737666,-0.524583349
0.01289,-0.846538797,-0.846109899
0.0129,-0.517509145,-1.03200177
0.01291,-0.212498541,-1.10229026
0.01292,0.176555196,-1.0963673
0.01293,0.486062432,-1.03133697
0.01294,0.793547094,-0.790983774
0.01295,1.03049547,-0.52648913
0.01296,1.11754005,-0.198427936
0.01297,1.09370155,0.130365407
0.01298,1.01100809,0.472728164
0.01299,0.774354954,0.807350439
0.013,0.593964846,0.911899226
0.01301,0.177459144,1.08392032
0.01302,-0.204899661,1.13909458
0.01303,-0.460182928,0.980696736
0.01304,-0.732675353,0.766851467
0.01305,-0.952061695,0.505355358
0.01306,-1.12386651,0.204058628
0.01307,-1.03573968,-0.126812613
0.01308,-0.944290309,-0.533940681
0.01309,-0.753763311,-0.813098381
0.0131,-0.479089181,-0.974093101
0.01311,-0.179744444,-1.08084531
0.01312,0.189453556,-1.12210221
0.01313,0.451988825,-0.955669543
0.01314,0.763921117,-0.716806879
0.01315,0.943444416,-0.442635842
0.01316,1.04997529,-0.158037895
0.01317,1.10692342,0.153058759
0.01318,0.940700005,0.503246102
0.01319,0.704656893,0.751782506
0.0132,0.44805324,0.949378262
0.01321,0.186101175,1.09508349
0.01322,-0.148558961,1.04523417
0.01323,-0.497976819,0.933234278
0.01324,-0.739126967,0.812266472
0.01325,-0.944999738,0.46694818
0.01326,-1.07111699,0.156868254
0.01327,-1.12377981,-0.128756236
0.01328,-0.962672135,-0.550002407
0.01329,-0.70656475,-0.725271614
0.0133,-0.454049461,-0.840337554
0.01331,-0.194710201,-1.14029752
0.01332,0.164789016,-1.09801173
0.01333,0.445779765,-0.943995273
0.01334,0.706844217,-0.704250933
0.01335,0.999585147,-0.50410292
0.01336,1.01127212,-0.164233915
0.01337,0.997737424,0.16200925
0.01338,0.931133382,0.44523299
0.01339,0.779138236,0.828108828
0.0134,0.454240937,0.971032086
0.01341,0.185434984,1.03321647
0.01342,-0.0627548784,1.05443656
0.01343,-0.456726024,0.933548554
0.01344,-0.697510479,0.71466413
0.01345,-0.864480674,0.455221742
0.01346,-1.00089644,0.124319342
0.01347,-1.01482503,-0.18452176
0.01348,-0.913763779,-0.447727831
0.01349,-0.741767956,-0.703128986
0.0135,-0.455992237,-0.908235457
0.01351,-0.129782111,-1.00977112
0.01352,0.20688508,-1.02403475
0.01353,0.406561175,-0.961758489
0.01354,0.742134219,-0.702001294
0.01355,0.917598983,-0.501190533
0.01356,0.993252789,-0.149161793
0.01357,1.0603113,0.174981011
0.01358,0.910085463,0.49548774
0.01359,0.720887611,0.731309627
0.0136,0.430192434,0.890093157
0.01361,0.16680755,1.01430047
0.01362,-0.164578812,0.994596472
0.01363,-0.536878636,0.892633306
0.01364,-0.698420965,0.722728057
0.01365,-0.890578869,0.48308069
0.01366,-1.01253542,0.122572825
0.01367,-1.05617061,-0.187968217
0.01368,-0.928260405,-0.508972312
0.01369,-0.784590127,-0.729012519
0.0137,-0.394409791,-0.863974124
0.01371,-0.216870513,-0.942602199
0.01372,0.110766691,-0.991341507
0.01373,0.472108346,-0.893680048
0.01374,0.721676423,-0.739374291
0.01375,0.902240831,-0.487530017
0.01376,0.987988646,-0.2290243
0.01377,0.952510569,0.12905704
0.01378,0.886855016,0.529496637
0.01379,0.649217399,0.715289616
0.0138,0.361188944,0.861815905
0.01381,0.1493715,1.03652145
0.01382,-0.103454228,0.961293998
0.01383,-0.405545682,0.869559062
0.01384,-0.674304311,0.725472839
0.01385,-0.855413468,0.458330034
0.01386,-0.99632917,0.0757004979
0.01387,-0.979148441,-0.120474987
0.01388,-0.909221524,-0.462467145
0.01389,-0.748940734,-0.661418983
0.0139,-0.38972409,-0.924139669
0.01391,-0.115454009,-0.986892359
0.01392,0.080543014,-0.928590788
0.01393,0.428290205,-0.896014333
0.01394,0.700847456,-0.708262257
0.01395,0.903645704,-0.509864775
0.01396,0.977790785,-0.128601479
0.01397,0.9884247,0.117520466
0.01398,0.90721181,0.415870497
0.01399,0.632430808,0.648213599
0.014,0.455146264,0.920729423
0.01401,0.153357448,0.949255257
0.01402,-0.115824757,0.963914295
0.01403,-0.486757563,0.779642944
0.01404,-0.68039351,0.609807152
0.01405,-0.858195532,0.408292918
0.01406,-0.965655115,0.149287575
0.01407,-0.990993112,-0.119903174
0.01408,-0.887892756,-0.469684634
0.01409,-0.652520823,-0.666790614
0.0141,-0.438223829,-0.831147313
0.01411,-0.143585982,-0.92086293
0.01412,0.148500387,-0.998911223
0.01413,0.462844904,-0.819360571
0.01414,0.70634717,-0.645499569
0.01415,0.855012329,-0.373724368
0.01416,0.97596594,-0.162372731
0.01417,0.939429723,0.147793101
0.01418,0.830963002,0.40616444
0.01419,0.681774726,0.666420617
0.0142,0.404429328,0.818441645
0.01421,0.148950433,0.874983762
0.01422,-0.109992566,0.936326201
0.01423,-0.403139149,0.78348303
0.01424,-0.676062403,0.61548962
0.01425,-0.842001245,0.360388068
0.01426,-0.869620709,0.189598962
0.01427,-0.922145172,-0.099156607
0.01428,-0.834004029,-0.499218123
0.01429,-0.654075636,-0.631971053
0.0143,-0.404229445,-0.853330821
0.01431,-0.241624913,-0.906877172
0.01432,0.119695939,-0.916149093
0.01433,0.474464775,-0.829953957
0.01434,0.704635351,-0.646708309
0.01435,0.801050664,-0.413035945
0.01436,0.947117379,-0.167522411
0.01437,0.939080688,0.159822874
0.01438,0.847186883,0.332305757
0.01439,0.640700491,0.680881239
0.0144,0.408136741,0.792344878
0.01441,0.144113897,0.926547631
0.01442,-0.16523531,0.941118509
0.01443,-0.426800067,0.81025312
0.01444,-0.597418269,0.633862532
0.01445,-0.812668927,0.427639655
0.01446,-0.905396523,0.109209538
0.01447,-0.87146582,-0.162328133
0.01448,-0.821008059,-0.427485657
0.01449,-0.610505884,-0.678894304
0.0145,-0.368513448,-0.88431035
0.01451,-0.152369102,-0.844809653
0.01452,0.134513479,-0.886654512
0.01453,0.343289854,-0.842998218
0.01454,0.66920516,-0.592042717
0.01455,0.732530723,-0.382183773
0.01456,0.886971154,-0.138594695
0.01457,0.877779395,0.120059052
0.01458,0.824127302,0.456862821
0.01459,0.632285475,0.614189181
0.0146,0.350162016,0.814903028
0.01461,0.120937897,0.885292956
0.01462,-0.140680474,0.909901165
0.01463,-0.426510723,0.785323308
0.01464,-0.586303446,0.63647888
0.01465,-0.830997777,0.332269943
0.01466,-0.911472844,0.168459187
0.01467,-0.881445347,-0.178033276
0.01468,-0.795723363,-0.427441862
0.01469,-0.64866128,-0.64462555
0.0147,-0.418213137,-0.813305627
0.01471,-0.0852513393,-0.900685221
0.01472,0.178939499,-0.859889155
0.01473,0.429640041,-0.775130706
0.01474,0.630539544,-0.633566492
0.01475,0.81397524,-0.409733786
0.01476,0.807092804,-0.143039967
0.01477,0.862026813,0.136098791
0.01478,0.852923146,0.394377336
0.01479,0.638599892,0.602925201
0.0148,0.46746039,0.810249295
0.01481,0.161243502,0.841514556
0.01482,-0.149320379,0.824268415
0.01483,-0.394029565,0.794955947
0.01484,-0.633819068,0.578586247
0.01485,-0.82612105,0.362495698
0.01486,-0.882262444,0.217855098
0.01487,-0.831853834,-0.13189514
0.01488,-0.791059854,-0.372685743
0.01489,-0.638111081,-0.62939443
0.0149,-0.37699018,-0.742312163
0.01491,-0.100562796,-0.798815763
0.01492,0.11666246,-0.866760019
0.01493,0.372935923,-0.814382926
0.01494,0.567844925,-0.545884394
0.01495,0.723528079,-0.360159065
0.01496,0.834024618,-0.10898243
0.01497,0.895594079,0.15545176
0.01498,0.722005331,0.416819203
0.01499,0.620766869,0.656511426
0.015,0.409922038,0.760111091
0.01501,0.149233141,0.863089667
0.01502,-0.174577387,0.880241119
0.01503,-0.425589462,0.725550664
