run,t_s,I,Q
7,0.00552,-0.869070695,0.553061043
7,0.00553,-0.865944644,0.254524899
7,0.00554,-0.988933491,-0.084380155
7,0.00555,-0.929894364,-0.287257302
7,0.00556,-0.734971619,-0.661468749
7,0.00557,-0.554839265,-1.02953977
7,0.00558,-0.231161054,-0.951381694
7,0.00559,0.0234154927,-1.06526586
7,0.0056,0.27562157,-0.909206715
7,0.00561,0.523494901,-0.791108452
7,0.00562,0.901756518,-0.556190923
7,0.00563,0.982253663,-0.255495353
7,0.00564,1.04343868,0.0197695741
7,0.00565,0.979492355,0.351471251
7,0.00566,0.793090853,0.632954081
7,0.00567,0.608032105,0.771443003
7,0.00568,0.143599061,1.01559787
7,0.00569,0.050544793,0.90404011
7,0.0057,-0.443249364,1.01525557
7,0.00571,-0.674762309,0.777295556
7,0.00572,-0.798660727,0.60032654
7,0.00573,-0.907229772,0.350068778
7,0.00574,-1.0162209,-0.0543491849
7,0.00575,-0.816947369,-0.152486673
7,0.00576,-0.886014833,-0.629623666
7,0.00577,-0.735814154,-0.924641243
7,0.00578,-0.265462411,-0.924613423
7,0.00579,-0.00258319588,-1.0440068
7,0.0058,0.253196014,-0.938384893
7,0.00581,0.771028283,-0.703295534
7,0.00582,0.822141505,-0.624904126
7,0.00583,0.803054,-0.211576982
7,0.00584,0.992862977,0.0561871508
7,0.00585,0.949092453,0.389923151
7,0.00586,0.700650494,0.690218149
7,0.00587,0.445284488,0.758097938
7,0.00588,0.210251829,1.00012195
7,0.00589,-0.0436100605,0.885156767
7,0.0059,-0.414158262,0.902293156
7,0.00591,-0.586518119,0.748334462
7,0.00592,-0.821310301,0.471142852
7,0.00593,-1.03088328,0.29607429
7,0.00594,-1.13698148,-0.0982915064
7,0.00595,-0.865070882,-0.344998432
7,0.00596,-0.816490857,-0.574955837
7,0.00597,-0.464826237,-0.858171743
7,0.00598,-0.221304461,-0.980250176
7,0.00599,0.11225054,-1.09343289
7,0.006,0.380099476,-0.884750219
7,0.00601,0.454734496,-0.722327283
7,0.00602,0.909903988,-0.457519576
7,0.00603,0.99888667,-0.355709282
7,0.00604,0.966678326,0.0690154447
7,0.00605,0.959553259,0.445620731
7,0.00606,0.957890916,0.657681102
7,0.00607,0.548372079,0.862092247
7,0.00608,0.242411364,0.888732213
7,0.00609,-0.030803811,0.858731629
7,0.0061,-0.29142571,0.946555651
7,0.00611,-0.768735766,0.772692234
7,0.00612,-0.843574321,0.622581093
7,0.00613,-0.971695491,0.363027748
7,0.00614,-1.10951348,0.0573687069
7,0.00615,-0.986440264,-0.337104981
7,0.00616,-0.889272835,-0.617114921
7,0.00617,-0.544835469,-0.826541799
7,0.00618,-0.228921533,-0.975382696
7,0.00619,0.0817402875,-1.02042131
7,0.0062,0.393002422,-0.90349237
7,0.00621,0.66234823,-0.687300284
7,0.00622,0.78020339,-0.500325078
7,0.00623,1.00513164,-0.195926216
7,0.00624,1.07993588,0.0595226844
7,0.00625,0.988198131,0.306626205
7,0.00626,0.742375399,0.505865103
7,0.00627,0.656838893,0.798095907
7,0.00628,0.345652956,0.964339134
7,0.00629,-0.101772882,1.10074167
7,0.0063,-0.464383836,0.950691718
7,0.00631,-0.584563527,0.849701923
7,0.00632,-0.810961252,0.564202645
7,0.00633,-0.857177558,0.239061468
7,0.00634,-1.13901184,-0.00863624515
7,0.00635,-0.799141121,-0.316472295
7,0.00636,-0.686780783,-0.661645959
7,0.00637,-0.504412152,-0.770175108
7,0.00638,-0.229617223,-0.974131144
7,0.00639,-0.0352400561,-0.93529728
7,0.0064,0.381275254,-0.988317496
7,0.00641,0.505747345,-0.736085799
7,0.00642,0.862276955,-0.653143
7,0.00643,0.994877718,-0.301792376
7,0.00644,0.949334835,0.00727459497
7,0.00645,0.834891049,0.437276983
7,0.00646,0.69348132,0.600318635
7,0.00647,0.458330821,0.883112776
7,0.00648,0.283552775,0.922732481
7,0.00649,0.022684579,0.913038791
7,0.0065,-0.372166988,1.06175056
7,0.00651,-0.587644359,0.826146613
7,0.00652,-0.762339241,0.575482123
7,0.00653,-0.916310253,0.238626717
7,0.00654,-0.958158546,-0.0517222378
7,0.00655,-1.06222844,-0.22047337
7,0.00656,-0.695092685,-0.512181232
7,0.00657,-0.488911371,-0.967309442
7,0.00658,-0.330825839,-0.918979322
7,0.00659,-0.00720076461,-0.915252849
7,0.0066,0.148682515,-0.897402138
7,0.00661,0.641386292,-0.8772189
7,0.00662,0.818737384,-0.540687582
7,0.00663,1.05415084,-0.31206838
7,0.00664,1.11310745,0.0102448985
7,0.00665,0.9458847,0.188232
7,0.00666,0.763789245,0.575452675
7,0.00667,0.634156413,0.772662631
7,0.00668,0.362259934,0.971893062
7,0.00669,0.106880287,1.0513316
7,0.0067,-0.438509389,0.939710063
7,0.00671,-0.579573362,0.713562671
7,0.00672,-0.695310194,0.522351232
7,0.00673,-0.94202929,0.251290052
7,0.00674,-1.02188668,-0.0804346317
7,0.00675,-1.02563863,-0.298036916
7,0.00676,-0.873252749,-0.75006975
7,0.00677,-0.664794327,-0.834081182
7,0.00678,-0.241334695,-0.987140323
7,0.00679,-0.0613111524,-0.992325066
7,0.0068,0.397401543,-1.02098146
7,0.00681,0.586160229,-0.778552169
7,0.00682,0.889892493,-0.5065674
7,0.00683,0.869558022,-0.243238643
7,0.00684,0.961173577,-0.050738989
7,0.00685,0.884299348,0.304979639
7,0.00686,0.715711732,0.691944222
7,0.00687,0.53447452,0.816837424
7,0.00688,0.269381076,0.928043916
7,0.00689,0.0460245575,0.998258662
7,0.0069,-0.35260776,0.954294157
7,0.00691,-0.645887971,0.81354258
7,0.00692,-0.835625757,0.550879481
7,0.00693,-0.960800457,0.290094753
7,0.00694,-0.996729613,-0.0235429541
7,0.00695,-0.871731928,-0.373743245
7,0.00696,-0.729738246,-0.588455229
7,0.00697,-0.625899559,-0.912402629
7,0.00698,-0.193942249,-0.94738774
7,0.00699,0.079457247,-1.07454882
7,0.007,0.364867943,-0.886852151
7,0.00701,0.584937107,-0.83427195
7,0.00702,0.875548761,-0.562934536
7,0.00703,0.902731929,-0.156159877
7,0.00704,1.06048969,0.0527423833
7,0.00705,0.907481664,0.334037619
7,0.00706,0.666005035,0.699334602
7,0.00707,0.484426656,0.866763447
7,0.00708,0.316904574,1.08809555
7,0.00709,-0.026585481,0.983048542
7,0.0071,-0.291710239,0.924516065
7,0.00711,-0.580833327,0.781325775
7,0.00712,-0.953990888,0.413363672
7,0.00713,-0.917071255,0.301378062
7,0.00714,-0.986517993,-0.168993124
7,0.00715,-0.91042363,-0.431334067
7,0.00716,-0.787515572,-0.537283543
7,0.00717,-0.637462845,-0.764435184
7,0.00718,-0.242365844,-1.02890937
7,0.00719,0.0174813599,-0.921414439
7,0.0072,0.32151544,-0.935348117
7,0.00721,0.577430375,-0.751243899
7,0.00722,0.927369405,-0.526844964
7,0.00723,0.818455572,-0.233057124
7,0.00724,0.917699126,-0.118953919
7,0.00725,0.968001083,0.397379277
7,0.00726,0.765002649,0.466991806
7,0.00727,0.498927512,0.598487113
7,0.00728,0.157800513,1.03820896
7,0.00729,-0.0926894241,1.00913313
7,0.0073,-0.322872214,0.845834833
7,0.00731,-0.557811605,0.769875
7,0.00732,-0.787814251,0.50912368
7,0.00733,-0.970257361,0.140024526
7,0.00734,-0.926057451,0.013029588
7,0.00735,-1.12168557,-0.323514907
7,0.00736,-0.657355595,-0.566067078
7,0.00737,-0.530258815,-0.840106674
7,0.00738,-0.113253347,-0.862141339
7,0.00739,-0.0113198982,-1.01811745
7,0.0074,0.279572772,-0.940413003
7,0.00741,0.568813297,-0.746940763
7,0.00742,0.80902979,-0.49548259
7,0.00743,1.06300526,-0.241795369
7,0.00744,1.07493691,0.0435359869
7,0.00745,0.955197619,0.425968234
7,0.00746,0.775206729,0.549759821
7,0.00747,0.587547699,0.826061347
7,0.00748,0.277882766,1.05610792
7,0.00749,0.0405039374,0.969703882
7,0.0075,-0.290497893,0.997083935
7,0.00751,-0.635778899,0.789612277
7,0.00752,-0.892869533,0.517177347
7,0.00753,-0.962201881,0.463860302
7,0.00754,-0.992265293,0.0223407146
7,0.00755,-0.915200924,-0.333054165
7,0.00756,-0.684684839,-0.601572608
7,0.00757,-0.499480186,-0.857598298
7,0.00758,-0.204898478,-0.799051028
7,0.00759,0.0110077609,-1.13728458
7,0.0076,0.437025368,-1.03293488
7,0.00761,0.739008985,-0.818959722
7,0.00762,0.774133617,-0.436020008
7,0.00763,0.995394496,-0.296623153
7,0.00764,1.00015032,0.0597748035
7,0.00765,0.86331863,0.170390396
7,0.00766,0.864004451,0.679898907
7,0.00767,0.623279228,0.720263564
7,0.00768,0.240011107,0.955756118
7,0.00769,-0.0536319401,0.986552652
7,0.0077,-0.380170445,1.07970114
7,0.00771,-0.631539147,0.790670839
7,0.00772,-0.923574289,0.456149564
7,0.00773,-0.935367627,0.435849582
7,0.00774,-1.05672192,-0.141169735
7,0.00775,-0.912907504,-0.387485306
7,0.00776,-0.766998987,-0.620748331
7,0.00777,-0.639231782,-0.897807872
7,0.00778,-0.292312464,-0.954786514
7,0.00779,0.128441382,-0.936813959
7,0.0078,0.351161632,-0.83104129
7,0.00781,0.587112456,-0.832506621
7,0.00782,0.95430726,-0.526385377
7,0.00783,1.02531726,-0.163855674
7,0.00784,1.01248513,-0.04936594
7,0.00785,0.881869699,0.340461623
7,0.00786,0.805175314,0.759380708
7,0.00787,0.603864994,0.799676936
7,0.00788,0.331353401,1.05263103
7,0.00789,-0.120428041,1.04872226
7,0.0079,-0.34974625,1.06437893
7,0.00791,-0.583126459,0.880040823
7,0.00792,-0.951462562,0.671086806
7,0.00793,-1.0592107,0.287318818
7,0.00794,-1.05516846,-0.0931439866
7,0.00795,-1.02712128,-0.210583858
7,0.00796,-0.758849312,-0.582596529
7,0.00797,-0.522921251,-0.881982417
7,0.00798,-0.264661651,-1.04551047
7,0.00799,-0.00491558402,-0.979296783
7,0.008,0.327946097,-1.01652604
7,0.00801,0.632773139,-0.762798016
7,0.00802,0.995940045,-0.588151505
7,0.00803,0.89087153,-0.136898253
7,0.00804,0.941652408,-0.0211303009
7,0.00805,0.922997644,0.271836393
7,0.00806,0.711883202,0.692010431
7,0.00807,0.627482121,0.799553868
7,0.00808,0.212434223,0.964387127
7,0.00809,-0.00990921789,0.909758774
7,0.0081,-0.478742737,1.01453996
7,0.00811,-0.666610455,0.836760846
7,0.00812,-0.705276654,0.513363008
7,0.00813,-0.832856114,0.320387691
7,0.00814,-0.947886957,-0.00540473142
7,0.00815,-0.858173153,-0.361715197
7,0.00816,-0.773467936,-0.599361863
7,0.00817,-0.646633122,-0.816138829
7,0.00818,-0.283126494,-0.889431244
7,0.00819,0.034499054,-0.999360897
7,0.0082,0.476169825,-0.938797237
7,0.00821,0.61148966,-0.82505522
7,0.00822,0.969420624,-0.56413365
7,0.00823,0.981874472,-0.303577084
7,0.00824,0.939539791,0.0826586581
7,0.00825,0.918812484,0.48633123
7,0.00826,0.926328846,0.584342859
7,0.00827,0.441225733,0.83258917
7,0.00828,0.29168582,0.90479234
7,0.00829,-0.0849784149,0.970125099
7,0.0083,-0.279575467,0.837542128
7,0.00831,-0.717970994,0.785661395
7,0.00832,-0.805149056,0.636774718
7,0.00833,-0.897115235,0.353144813
7,0.00834,-1.04302351,-0.115244628
7,0.00835,-0.92932976,-0.320102652
7,0.00836,-0.703638839,-0.630556728
7,0.00837,-0.532919375,-0.698155107
7,0.00838,-0.297462373,-0.933638034
7,0.00839,-0.00628468798,-0.890671752
7,0.0084,0.312693608,-0.964381968
7,0.00841,0.487911205,-0.794282968
7,0.00842,0.760764533,-0.547241396
7,0.00843,1.03073532,-0.164559725
7,0.00844,0.983810889,0.00725520764
7,0.00845,1.01483993,0.280322974
7,0.00846,0.78456839,0.577437184
7,0.00847,0.516542521,0.897118788
7,0.00848,0.338668764,1.0740429
7,0.00849,-0.176004633,0.955241226
7,0.0085,-0.311314195,0.929965541
7,0.00851,-0.599393642,0.838552731
7,0.00852,-0.772889481,0.673818782
7,0.00853,-1.03093396,0.366380508
7,0.00854,-1.10361392,0.028247724
7,0.00855,-0.858765779,-0.313126194
7,0.00856,-0.776839919,-0.657540812
7,0.00857,-0.451888304,-0.806595158
7,0.00858,-0.220591526,-1.00551474
7,0.00859,-0.0713281016,-0.969061472
7,0.0086,0.287877927,-0.80997971
7,0.00861,0.671799491,-0.869087095
7,0.00862,0.716927731,-0.495713277
7,0.00863,1.02570008,-0.254843382
7,0.00864,1.10747059,0.0736664842
7,0.00865,0.995831393,0.267302769
7,0.00866,0.78778367,0.663177256
7,0.00867,0.638637175,0.92713247
7,0.00868,0.22619469,0.846813163
7,0.00869,0.055925185,0.850292147
7,0.0087,-0.40166456,0.75973668
7,0.00871,-0.634884459,0.652721675
7,0.00872,-0.792591992,0.607548625
7,0.00873,-0.889050417,0.376790404
7,0.00874,-0.890457051,0.0427940119
7,0.00875,-0.885169512,-0.388295267
7,0.00876,-0.751693477,-0.615331386
7,0.00877,-0.706391641,-0.749919146
7,0.00878,-0.282605051,-1.0304187
7,0.00879,0.133923448,-0.9988362
7,0.0088,0.382896008,-0.884852983
7,0.00881,0.629976461,-0.799081176
7,0.00882,0.797211689,-0.481219677
7,0.00883,0.892065092,-0.122394045
7,0.00884,1.08894083,0.0163477505
7,0.00885,1.01541366,0.266876233
7,0.00886,0.630177727,0.78381459
7,0.00887,0.55752582,0.77243018
7,0.00888,0.208038991,0.972018457
7,0.00889,0.00790351232,0.855498643
7,0.0089,-0.317642096,0.991650223
7,0.00891,-0.688431279,0.668751613
7,0.00892,-0.699180387,0.546821989
7,0.00893,-0.888777704,0.117446727
7,0.00894,-1.01611026,-0.00606530386
7,0.00895,-0.896251885,-0.401986091
7,0.00896,-0.825704526,-0.62514006
7,0.00897,-0.508264014,-0.808074567
7,0.00898,-0.311038332,-0.97678004
7,0.00899,0.0469722484,-1.16412066
7,0.009,0.408181018,-0.946658098
7,0.00901,0.58436801,-0.767513287
7,0.00902,0.815743159,-0.614827134
7,0.00903,0.873705411,-0.265868712
7,0.00904,0.944304223,0.02973492
7,0.00905,0.981170581,0.362211292
7,0.00906,0.872413582,0.596248966
7,0.00907,0.525819309,0.811952978
7,0.00908,0.221749825,0.985534996
7,0.00909,-0.0390110735,0.982038431
7,0.0091,-0.457866843,0.981239601
7,0.00911,-0.669169349,0.795238437
7,0.00912,-0.741084144,0.478302047
7,0.00913,-0.911798122,0.203311266
7,0.00914,-0.98902741,-0.049422662
7,0.00915,-0.763235499,-0.231280156
7,0.00916,-0.782426188,-0.590155177
7,0.00917,-0.552964316,-0.873411573
7,0.00918,-0.231251648,-1.00475694
7,0.00919,-0.0158896796,-1.01453498
7,0.0092,0.386814373,-1.01977952
7,0.00921,0.655265601,-0.640407894
7,0.00922,0.772864141,-0.632218263
7,0.00923,1.01443052,-0.342638963
7,0.00924,1.01600441,-0.0141157436
7,0.00925,0.9153417,0.331820279
7,0.00926,0.747018034,0.715509368
7,0.00927,0.560516164,0.86683226
7,0.00928,0.252298987,0.937759948
7,0.00929,-0.0815488805,1.04511341
7,0.0093,-0.293743696,0.987720192
7,0.00931,-0.626790975,0.75901256
7,0.00932,-0.90906118,0.567205321
7,0.00933,-0.989369823,0.290717058
7,0.00934,-0.880014344,-0.123264327
7,0.00935,-0.981833638,-0.431025375
7,0.00936,-0.843204272,-0.57431391
7,0.00937,-0.698182044,-0.71408888
7,0.00938,-0.203964249,-0.956171024
7,0.00939,0.016403449,-1.01309744
7,0.0094,0.476618058,-0.952346537
7,0.00941,0.62403181,-0.745255194
7,0.00942,0.805958673,-0.514443843
7,0.00943,0.962576807,-0.229535518
7,0.00944,0.954555862,-0.0814469857
7,0.00945,0.930721701,0.20813397
7,0.00946,0.84823333,0.603396959
7,0.00947,0.633388956,0.793376838
7,0.00948,0.251452119,0.957862612
7,0.00949,-0.12358188,0.939775444
7,0.0095,-0.321253635,0.90815104
7,0.00951,-0.559170754,0.811964778
7,0.00952,-0.946907337,0.432924496
7,0.00953,-1.00763157,0.125647034
7,0.00954,-0.959079902,-0.0239515782
7,0.00955,-1.04084288,-0.402556494
7,0.00956,-0.787365427,-0.607038814
7,0.00957,-0.721414581,-0.85359443
7,0.00958,-0.232103468,-1.00600758
7,0.00959,-0.00925359583,-0.915436491
7,0.0096,0.421975598,-0.911577935
7,0.00961,0.597994509,-0.806832699
7,0.00962,0.849990287,-0.534194681
7,0.00963,1.15266954,-0.297635541
7,0.00964,0.934450414,0.114366194
7,0.00965,0.97063595,0.393285816
7,0.00966,0.758898911,0.599819614
7,0.00967,0.479728976,0.820292321
7,0.00968,0.301199568,0.968739418
7,0.00969,0.112736206,0.851549693
7,0.0097,-0.333806839,1.0524075
7,0.00971,-0.68531255,0.784022024
7,0.00972,-0.741962996,0.583706094
7,0.00973,-0.928057743,0.411033298
7,0.00974,-1.12166824,0.0111522575
7,0.00975,-0.908644849,-0.404774557
7,0.00976,-0.772794713,-0.607000238
7,0.00977,-0.422162333,-0.98908497
7,0.00978,-0.213058424,-1.03330886
7,0.00979,-0.00599395947,-1.11656532
7,0.0098,0.286989318,-0.87990626
7,0.00981,0.519907953,-0.845867778
7,0.00982,0.782446342,-0.621867934
7,0.00983,1.1093672,-0.474087259
7,0.00984,0.817522889,0.149262754
7,0.00985,0.931223326,0.335720005
7,0.00986,0.825360617,0.621226401
7,0.00987,0.544927855,0.845671877
7,0.00988,0.207428352,1.05509313
7,0.00989,0.116115084,0.949293383
7,0.0099,-0.306291779,0.925772156
7,0.00991,-0.664963824,0.753543684
7,0.00992,-0.717314372,0.51539031
7,0.00993,-0.904229954,0.391537901
7,0.00994,-1.05018635,-0.0587900127
7,0.00995,-0.925578975,-0.241604087
7,0.00996,-0.809723377,-0.623013009
7,0.00997,-0.549147239,-0.793780583
7,0.00998,-0.307366331,-0.941923829
7,0.00999,0.0339700257,-0.961067975
8,0,-0.0505414596,-0.988721256
8,1e-05,0.267083815,-1.04188299
8,2e-05,0.491206953,-0.821313299
8,3e-05,0.773371821,-0.701023323
8,4e-05,0.852434703,-0.435648713
8,5e-05,0.922090713,0.036538444
8,6e-05,0.951112546,0.278624854
8,7e-05,0.777809664,0.547037361
8,8e-05,0.688667994,0.8245089
8,9e-05,0.284295258,0.973601183
8,0.0001,0.0553123261,0.992304366
8,0.00011,-0.23526925,0.963325665
8,0.00012,-0.563913296,0.773911531
8,0.00013,-0.768860744,0.625507217
8,0.00014,-0.863672913,0.499690208
8,0.00015,-1.04636084,-0.0794056858
8,0.00016,-0.982098041,-0.171228595
8,0.00017,-0.709597503,-0.594446816
8,0.00018,-0.694233616,-0.921173554
8,0.00019,-0.32505884,-0.90752946
8,0.0002,-0.0567721941,-1.08840472
8,0.00021,0.36786121,-0.947663987
8,0.00022,0.545295658,-0.759462133
8,0.00023,0.831478196,-0.622892137
8,0.00024,0.880496704,-0.3634311
8,0.00025,0.921750469,-0.0683678668
8,0.00026,0.906174697,0.225489425
8,0.00027,0.838712513,0.586332618
8,0.00028,0.54075438,0.734979976
8,0.00029,0.282011707,0.957963508
8,0.0003,-0.016151188,0.972191184
8,0.00031,-0.331359319,0.869814007
8,0.00032,-0.53992521,0.803543572
8,0.00033,-0.714721394,0.758940589
8,0.00034,-0.980089978,0.383580138
8,0.00035,-1.0512607,0.0637369428
8,0.00036,-0.943866513,-0.272155566
8,0.00037,-0.856417989,-0.572004068
8,0.00038,-0.572796278,-0.78720245
8,0.00039,-0.390294761,-1.04968214
8,0.0004,-0.113217496,-1.10942804
8,0.00041,0.346915634,-0.927544916
8,0.00042,0.659053593,-0.848679071
8,0.00043,0.799178136,-0.70721369
8,0.00044,0.988727982,-0.23848986
8,0.00045,0.942237376,0.0209743817
8,0.00046,0.974215716,0.211456576
8,0.00047,0.826289549,0.637845582
8,0.00048,0.582669086,0.639730058
8,0.00049,0.401909444,0.931108212
8,0.0005,0.0562890459,1.07901098
8,0.00051,-0.237786334,1.07618774
8,0.00052,-0.607370126,0.810372507
8,0.00053,-0.648779622,0.646388945
8,0.00054,-0.892138297,0.426014481
8,0.00055,-0.941142779,0.239284321
8,0.00056,-1.00948004,-0.287693536
8,0.00057,-0.791397042,-0.499121376
8,0.00058,-0.595002754,-0.825223422
8,0.00059,-0.197525583,-1.06740458
8,0.0006,0.0644897489,-0.957745596
8,0.00061,0.117047393,-0.929290336
8,0.00062,0.617596162,-0.803753276
8,0.00063,0.797742409,-0.649209494
8,0.00064,0.973447268,-0.331946774
8,0.00065,1.14957264,-0.156929335
8,0.00066,1.05925394,0.268571016
8,0.00067,0.787524236,0.619425155
8,0.00068,0.730247917,0.869901786
8,0.00069,0.318073647,1.02189585
8,0.0007,0.044735994,0.915483084
8,0.00071,-0.336863504,1.06679545
8,0.00072,-0.496625297,0.767899256
8,0.00073,-0.784413181,0.488009198
8,0.00074,-1.03306303,0.364531726
8,0.00075,-1.01363046,0.0463573125
8,0.00076,-0.992466515,-0.338034923
8,0.00077,-0.786275234,-0.5976148
8,0.00078,-0.721713238,-0.853920795
8,0.00079,-0.26524256,-0.881199227
8,0.0008,-0.025856418,-0.990009594
8,0.00081,0.281433453,-1.01954576
8,0.00082,0.561715596,-0.813750927
8,0.00083,0.812709103,-0.70829966
8,0.00084,0.910279007,-0.326375156
8,0.00085,1.02520668,-0.121142073
8,0.00086,1.01059712,0.304818044
8,0.00087,0.820574216,0.558186852
8,0.00088,0.567916176,0.716167153
8,0.00089,0.329541263,0.912988987
8,0.0009,0.0853008083,1.06069028
8,0.00091,-0.388637066,0.963134852
8,0.00092,-0.595357644,0.908067141
8,0.00093,-0.690192786,0.639675191
8,0.00094,-0.944508954,0.316971018
8,0.00095,-1.11111514,0.0405603318
8,0.00096,-0.75969167,-0.338169585
8,0.00097,-0.890878719,-0.606405266
8,0.00098,-0.713723545,-0.797029448
8,0.00099,-0.555380276,-0.936184391
8,0.001,-0.0569582498,-0.952923223
8,0.00101,0.280001984,-0.917939127
8,0.00102,0.628873182,-0.815944411
8,0.00103,0.753468327,-0.472385952
8,0.00104,1.04363302,-0.300929431
8,0.00105,1.03560677,0.0313933136
8,0.00106,1.02855746,0.314005056
8,0.00107,0.774907917,0.557931899
8,0.00108,0.618041418,0.864877595
8,0.00109,0.315355891,1.06004371
8,0.0011,0.104522846,1.02148724
8,0.00111,-0.210596463,0.879767385
8,0.00112,-0.653340526,0.645065686
8,0.00113,-0.741917086,0.416202489
8,0.00114,-1.03160746,0.389659381
8,0.00115,-0.991594817,0.0162695319
8,0.00116,-0.979313185,-0.23528951
8,0.00117,-0.93173279,-0.492055584
8,0.00118,-0.721150241,-0.810739756
8,0.00119,-0.263164723,-0.874697707
8,0.0012,-0.0171894619,-0.90068937
8,0.00121,0.3682169,-1.0117317
8,0.00122,0.479917252,-0.834355681
8,0.00123,0.726770495,-0.570859809
8,0.00124,0.930635488,-0.332021726
8,0.00125,0.933176619,0.0823462674
8,0.00126,0.916614985,0.297763441
8,0.00127,0.909080303,0.58437445
8,0.00128,0.695853488,0.781920294
8,0.00129,0.223042683,0.987863493
8,0.0013,0.0995509867,0.941783868
8,0.00131,-0.241561212,0.863507116
8,0.00132,-0.66641267,0.740556969
8,0.00133,-0.927815635,0.59176278
8,0.00134,-0.978331556,0.310451804
8,0.00135,-0.971869568,0.0546833354
8,0.00136,-0.957053219,-0.274101027
8,0.00137,-0.732283626,-0.594025962
8,0.00138,-0.524430374,-0.769953914
8,0.00139,-0.346852913,-0.934383013
8,0.0014,-0.0346845505,-1.09641395
8,0.00141,0.292538618,-0.888493012
8,0.00142,0.557368233,-0.880147813
8,0.00143,0.867816382,-0.566509653
8,0.00144,0.986636272,-0.227593094
8,0.00145,0.985581465,-0.0528638639
8,0.00146,0.916444642,0.266803501
8,0.00147,0.90124034,0.628387481
8,0.00148,0.673452879,0.777216891
8,0.00149,0.157684338,0.952714767
8,0.0015,-0.0649868733,1.06937408
8,0.00151,-0.235511275,0.859902582
8,0.00152,-0.637142837,0.703358354
8,0.00153,-0.81924456,0.648570159
8,0.00154,-0.84774346,0.274307058
8,0.00155,-0.947571256,0.0599165736
8,0.00156,-0.889995469,-0.293028402
8,0.00157,-0.890263663,-0.512911605
8,0.00158,-0.617358671,-0.725068349
8,0.00159,-0.332466964,-0.818628166
8,0.0016,-0.0382510871,-0.952303249
8,0.00161,0.314224507,-0.916506857
8,0.00162,0.572474334,-0.758088406
8,0.00163,0.768008939,-0.723607142
8,0.00164,0.886372479,-0.329032114
8,0.00165,1.04655161,-0.0338999213
8,0.00166,0.940675138,0.334596026
8,0.00167,0.973806091,0.659713613
8,0.00168,0.713103074,0.873015589
8,0.00169,0.432019506,0.925879298
8,0.0017,0.0227438648,0.942431581
8,0.00171,-0.351209884,0.966353417
8,0.00172,-0.527410794,0.887951436
8,0.00173,-0.818447083,0.617178397
8,0.00174,-0.863252793,0.277396239
8,0.00175,-0.981385428,0.0367811952
8,0.00176,-0.963827777,-0.260735948
8,0.00177,-0.754539913,-0.603266411
8,0.00178,-0.515576969,-0.763810531
8,0.00179,-0.347269968,-0.943124849
8,0.0018,-0.189867542,-0.845130128
8,0.00181,0.196422609,-0.987281739
8,0.00182,0.617616298,-0.811526866
8,0.00183,0.781055796,-0.59727238
8,0.00184,1.03677009,-0.502016826
8,0.00185,0.998490892,0.0285353489
8,0.00186,0.972355361,0.249094412
8,0.00187,0.736960779,0.4527529
8,0.00188,0.648296424,0.815620309
8,0.00189,0.264896009,0.843755281
8,0.0019,0.0961171809,0.937945392
8,0.00191,-0.280675867,0.911059001
8,0.00192,-0.474556953,0.79165869
8,0.00193,-0.736507722,0.531520791
8,0.00194,-0.974370646,0.341728828
8,0.00195,-1.03100125,0.144243064
8,0.00196,-0.922249862,-0.224937537
8,0.00197,-0.744918577,-0.551686385
8,0.00198,-0.482934276,-0.766386217
8,0.00199,-0.33440445,-0.926518668
8,0.002,0.0305758114,-1.01972974
8,0.00201,0.262104591,-1.07019533
8,0.00202,0.666642601,-0.849432098
8,0.00203,0.756713725,-0.597482867
8,0.00204,0.937658448,-0.395607021
8,0.00205,0.971133357,-0.149850429
8,0.00206,0.898250981,0.250203408
8,0.00207,0.816466442,0.396970854
8,0.00208,0.696805087,0.802169973
8,0.00209,0.424006788,1.03458461
8,0.0021,0.023757786,1.06101924
8,0.00211,-0.382408144,0.979055835
8,0.00212,-0.644191572,0.788512072
8,0.00213,-0.80687993,0.651219499
8,0.00214,-0.870302714,0.375081964
8,0.00215,-1.04562397,0.10727932
8,0.00216,-1.03527519,-0.258601797
8,0.00217,-0.689515698,-0.591238257
8,0.00218,-0.587083187,-0.736045862
8,0.00219,-0.406237673,-0.97322365
8,0.0022,0.023887048,-0.989997209
8,0.00221,0.333538611,-1.10891378
8,0.00222,0.524754788,-0.812122054
8,0.00223,0.819187028,-0.60678232
8,0.00224,0.877200186,-0.386953354
8,0.00225,0.93941415,-0.110378962
8,0.00226,1.02640217,0.406672519
8,0.00227,0.809483478,0.651885349
8,0.00228,0.586458403,0.791842044
8,0.00229,0.405250876,1.00768429
8,0.0023,-0.0610395813,1.08310557
8,0.00231,-0.315321742,1.02169269
8,0.00232,-0.510607871,0.884280169
8,0.00233,-0.802629563,0.563760844
8,0.00234,-0.936807802,0.212952387
8,0.00235,-1.05278407,-0.0720334079
8,0.00236,-0.887299857,-0.248126
8,0.00237,-0.865648171,-0.494874818
8,0.00238,-0.581272627,-0.880544929
8,0.00239,-0.226432648,-0.868197314
8,0.0024,-0.158134618,-0.953913903
8,0.00241,0.169114448,-0.845507388
8,0.00242,0.522272916,-0.851129239
8,0.00243,0.754485543,-0.660551793
8,0.00244,0.926680384,-0.366411955
8,0.00245,0.981082007,-0.10126137
8,0.00246,1.09655598,0.298812875
