condition,t_s,p1_I,p1_Q,p2_I,p2_Q,p3_I,p3_Q,wide_I,wide_Q
coherent_long,0.01442,0.0500604631,0.585377498,0.20301014,1.03016306,0.00316654443,0.71835631,0.12903333,0.867539792
coherent_long,0.01443,-0.378908906,0.719770983,-0.201410929,0.993620341,-4.94592505e-05,0.564301736,-0.0321787606,0.723712211
coherent_long,0.01444,-0.339450214,0.676625126,-0.659657814,0.926621926,-0.376311428,0.644820756,-0.336638147,0.748905112
coherent_long,0.01445,-0.485257651,0.235894582,-0.872068164,0.493587066,-0.445993388,0.347361122,-0.6875747,0.731646499
coherent_long,0.01446,-0.74110551,0.184243301,-0.881847095,0.455531191,-0.507215289,0.267633686,-0.927980185,0.422196164
coherent_long,0.01447,-0.702683772,0.107507313,-1.13096676,0.28052599,-0.701368245,0.0117264876,-0.898141107,-0.0214334971
coherent_long,0.01448,-0.6343672,-0.423292573,-0.979916856,-0.0845176362,-0.62178971,-0.0774580975,-0.880655539,-0.253926784
coherent_long,0.01449,-0.646385101,-0.414394338,-1.00773069,-0.607380912,-0.484404327,-0.307938339,-0.586528588,-0.416211023
coherent_long,0.0145,-0.532686854,-0.559420394,-0.581147886,-0.583262285,-0.461298136,-0.280009311,-0.721877991,-0.884384523
coherent_long,0.01451,-0.161331815,-0.529331073,-0.515571398,-0.923053822,-0.245461431,-0.296941982,-0.154263708,-0.94910398
coherent_long,0.01452,0.0189758994,-0.744968764,0.0842840891,-1.03751489,-0.0901892586,-0.706897842,-0.0207486142,-0.880302361
coherent_long,0.01453,0.234637444,-0.712974968,0.288212588,-0.854671376,0.183741215,-0.620695528,0.401177135,-1.02950836
coherent_long,0.01454,0.502681804,-0.724652194,0.816106033,-0.896523614,0.386853734,-0.545715247,0.441956959,-0.882801432
coherent_long,0.01455,0.516297901,-0.406243988,0.852820407,-0.733964949,0.422221988,-0.297054238,0.904193042,-0.578793042
coherent_long,0.01456,0.505024693,-0.199228039,1.02298588,-0.570073614,0.643176329,-0.061047074,0.853393364,-0.520693927
coherent_long,0.01457,0.563431459,0.0259313609,1.1111723,-0.288986503,0.738285644,-0.186315782,0.927679092,0.215264932
coherent_long,0.01458,0.778691085,0.165995007,1.01827873,0.234935919,0.643725489,-0.0513008663,1.02577615,0.308990685
coherent_long,0.01459,0.728110457,0.349075455,0.80394484,0.596997165,0.57839394,0.442840861,0.97557494,0.508584618
coherent_long,0.0146,0.513967963,0.554299596,0.72126759,0.84723728,0.366370848,0.663190024,0.427945135,0.63621028
coherent_long,0.01461,0.31630218,0.736086113,0.438332167,0.766923323,0.387381089,0.63368845,0.269192561,0.963693369
coherent_long,0.01462,-0.00623741266,0.500833187,0.120398545,0.858423898,-0.250000854,0.694121075,0.0215901412,0.961667761
coherent_long,0.01463,-0.36009321,0.520329895,-0.18947591,0.846732203,-0.171861405,0.488165333,-0.275691829,0.823061303
coherent_long,0.01464,-0.321824767,0.672608646,-0.479907048,0.751496445,-0.437607271,0.628068093,-0.671264361,0.729375025
coherent_long,0.01465,-0.51514088,0.46162095,-0.815224894,0.413588752,-0.514897178,0.342311401,-0.643541227,0.579414004
coherent_long,0.01466,-0.748440801,0.309418066,-1.12217165,0.356208159,-0.761583545,0.187972482,-0.768253106,0.357501089
coherent_long,0.01467,-0.641237907,0.0326231622,-1.01705205,-0.187042215,-0.641351233,-0.0648057593,-0.924611357,0.0206798205
coherent_long,0.01468,-0.60113538,-0.235094367,-1.08909288,-0.14113867,-0.682757426,-0.0465945572,-0.9428393,-0.328466081
coherent_long,0.01469,-0.534013174,-0.403357806,-0.704812172,-0.488445539,-0.573001468,-0.256948347,-0.71700743,-0.610673797
coherent_long,0.0147,-0.275376933,-0.39807755,-0.636766259,-0.815359178,-0.25956061,-0.544049859,-0.557144393,-0.837138276
coherent_long,0.01471,-0.204554574,-0.659226453,-0.428173811,-0.982186291,-0.216990611,-0.388837012,-0.412031022,-0.651371773
coherent_long,0.01472,0.0933036512,-0.601989716,-0.0633648985,-0.899632278,0.0585187386,-0.632026071,0.0313105668,-0.945077336
coherent_long,0.01473,0.0378549261,-0.696762679,0.338655009,-0.898653503,0.18138214,-0.789363044,0.200825288,-0.778804346
coherent_long,0.01474,0.428382498,-0.570743648,0.625688359,-0.837004636,0.422817768,-0.560290822,0.56329877,-0.80001473
coherent_long,0.01475,0.641187686,-0.586993504,0.833103303,-0.8905352,0.453269842,-0.509771104,0.837229819,-0.671558864
coherent_long,0.01476,0.663530164,-0.220554061,0.861647552,-0.230891442,0.652964451,-0.432583802,0.619476685,-0.463519164
coherent_long,0.01477,0.679805464,-0.0781505853,0.887939975,-0.0681717796,0.786884001,-0.0268361104,1.06919302,0.00311462708
coherent_long,0.01478,0.522365926,0.421597187,0.934928496,0.266274575,0.780382012,0.0992514641,0.976803153,0.326428394
coherent_long,0.01479,0.598908725,0.276378216,0.912378437,0.729991137,0.388647184,0.377433355,0.92005216,0.343665687
coherent_long,0.0148,0.481862378,0.572815451,0.522327308,0.718897486,0.469570663,0.372852875,0.52396133,0.921374789
coherent_long,0.01481,0.266098693,0.725267433,0.324804413,0.944734258,0.181683332,0.539983073,0.417687106,0.894919495
coherent_long,0.01482,0.25128229,0.593414832,0.0709822879,1.0525536,0.0182730305,0.592539318,0.143126664,0.908842558
coherent_long,0.01483,-0.189533844,0.44989269,-0.3337044,0.816398617,-0.172040774,0.634412494,-0.236465358,0.838788382
coherent_long,0.01484,-0.267887896,0.461451247,-0.466061807,1.09404408,-0.291858751,0.447117166,-0.488507516,0.814465791
coherent_long,0.01485,-0.36194115,0.648496049,-0.844142329,0.507712445,-0.469614321,0.369158722,-0.708500606,0.436777873
coherent_long,0.01486,-0.81566561,0.156422298,-0.945734681,0.355726999,-0.353503743,0.141573154,-0.781246581,0.211999711
coherent_long,0.01487,-0.767617046,0.0285282744,-1.03176905,-0.139496634,-0.622550948,0.0159414014,-0.820088419,0.00599080862
coherent_long,0.01488,-0.658143882,-0.256640338,-1.03823289,-0.120457545,-0.566817295,-0.120875456,-0.810823014,-0.149198607
coherent_long,0.01489,-0.677055773,-0.397860726,-0.891332661,-0.589797724,-0.291887452,-0.253205745,-0.739840908,-0.373780595
coherent_long,0.0149,-0.429137655,-0.36885165,-0.612359761,-0.753689266,-0.309571606,-0.323912148,-0.55656301,-0.89233682
coherent_long,0.01491,-0.393058686,-0.642864805,-0.395414607,-0.86046409,-0.225920707,-0.625027553,-0.403379253,-0.626617684
coherent_long,0.01492,-0.13887746,-0.669916708,0.132576525,-0.923174477,0.0376070403,-0.522165025,0.0419199306,-0.758012802
coherent_long,0.01493,0.15992175,-0.858637665,0.308443114,-1.07490013,0.240549222,-0.722940252,0.199389721,-1.04443582
coherent_long,0.01494,0.292004851,-0.510621495,0.58949309,-0.945991575,0.396195314,-0.619638441,0.588198531,-0.837742918
coherent_long,0.01495,0.564067808,-0.123381461,0.694568343,-0.682226893,0.52245844,-0.42118152,0.727832014,-0.533566565
coherent_long,0.01496,0.468684627,-0.25947871,0.954861357,-0.509753171,0.678945397,-0.390059985,0.771190405,-0.20720855
coherent_long,0.01497,0.644946952,-0.0804371759,1.0234844,-0.145141746,0.55776758,-0.183383333,0.890065082,-0.12951848
coherent_long,0.01498,0.766769912,0.133131499,1.07345671,0.293389845,0.705646367,0.209813153,0.816954856,0.284108246
coherent_long,0.01499,0.714157258,0.315770161,0.758383961,0.573039009,0.50969461,0.365033509,0.635531778,0.718577225
coherent_long,0.015,0.310076065,0.469054124,0.575852525,0.878651088,0.522152109,0.603475947,0.508453651,0.830021747
coherent_long,0.01501,0.127587754,0.486104516,0.224353769,0.853780807,0.163328171,0.67787037,0.311927874,0.87356801
coherent_long,0.01502,0.0208114883,0.643366359,-0.0420085805,0.881135396,0.0377758573,0.520604416,-0.0565702025,0.984133317
coherent_long,0.01503,-0.322732621,0.554328371,-0.431989101,0.893003016,-0.166172789,0.553885004,-0.157156471,1.03868448
coherent_long,0.01504,-0.361410463,0.556752871,-0.497503672,0.73876388,-0.339504384,0.462246688,-0.55108164,0.753202464
coherent_long,0.01505,-0.384819191,0.334483574,-0.753153776,0.746172763,-0.34477591,0.491448781,-0.817366174,0.507158748
coherent_long,0.01506,-0.539707884,0.165200477,-0.932777124,0.333313505,-0.708955395,0.256932287,-0.8779728,0.176102698
coherent_long,0.01507,-0.733206407,-0.109229067,-0.950833863,0.155841379,-0.766213362,-0.0755168314,-1.15033834,-0.213955145
coherent_long,0.01508,-0.738829529,-0.352204295,-0.890587527,-0.174737232,-0.489663735,-0.0932353059,-0.973203037,-0.299277129
coherent_long,0.01509,-0.684785825,-0.303022295,-0.758838385,-0.543109447,-0.50551966,-0.358667211,-0.699596352,-0.56313279
coherent_long,0.0151,-0.408359014,-0.816746124,-0.758078745,-0.779089548,-0.398957466,-0.427305027,-0.4614563,-0.698033247
coherent_long,0.01511,-0.169741011,-0.486760697,-0.285353056,-1.04749173,-0.2698978,-0.796371446,-0.439843004,-0.920310217
coherent_long,0.01512,-0.0830664604,-0.829360631,-0.239518259,-1.04933476,-0.0211864065,-0.715979818,-0.110079809,-0.807645118
coherent_long,0.01513,0.0364929691,-0.523567437,0.191497994,-0.879102829,0.253863735,-0.774539602,0.233157883,-1.00130563
coherent_long,0.01514,0.302880939,-0.534933677,0.467564715,-0.801570203,0.462523054,-0.607805962,0.478840132,-0.808038073
coherent_long,0.01515,0.576587939,-0.572306208,0.727899426,-0.667026773,0.72493618,-0.426497621,0.777272736,-0.696657925
coherent_long,0.01516,0.302868546,-0.28822806,1.14108616,-0.114246588,0.551649271,-0.28240494,0.873229202,-0.244141024
coherent_long,0.01517,0.564628315,-0.283508416,0.944407506,-0.0926149103,0.477692341,-0.338197217,0.855646886,0.0440320498
coherent_long,0.01518,0.895880495,0.0833574868,0.860434877,0.299617978,0.760115868,0.0192152779,0.838208714,0.226433527
coherent_long,0.01519,0.597429806,0.391805324,0.936487874,0.520643507,0.591235952,0.422442555,0.723010371,0.569393617
coherent_long,0.0152,0.328713073,0.467630842,0.516626481,0.641406258,0.480415248,0.641265466,0.505378504,0.665318227
coherent_long,0.01521,0.310584397,0.84915431,0.422341332,0.940752344,0.352848664,0.645215429,0.113896359,0.863026086
coherent_long,0.01522,0.00303466263,0.664926231,-0.107115015,1.02861707,-0.0376222502,0.678095895,0.186301701,0.794946907
coherent_long,0.01523,-0.195287581,0.871711938,-0.156874563,1.11728071,-0.280566073,0.508541006,-0.298635567,0.747209502
coherent_long,0.01524,-0.517908972,0.393441392,-0.776844056,0.82685662,-0.344176889,0.364387455,-0.647562268,0.808633525
coherent_long,0.01525,-0.492439112,0.451415613,-1.03480933,0.686434942,-0.522788001,0.343169265,-0.813433301,0.620152123
coherent_long,0.01526,-0.488605782,0.0849273276,-0.885201777,0.259543937,-0.533161106,0.165386642,-0.980683415,0.159070395
coherent_long,0.01527,-0.555181649,0.0102163212,-1.01882638,0.132410664,-0.537153591,-0.0772979463,-0.868823558,0.138909404
coherent_long,0.01528,-0.865310961,-0.316912163,-0.978287384,-0.26712562,-0.561326031,-0.266541581,-1.05896953,-0.293949248
coherent_long,0.01529,-0.730763959,-0.352932404,-0.778960514,-0.574066363,-0.724676005,-0.479741672,-0.482615517,-0.444738467
coherent_long,0.0153,-0.415442639,-0.397407607,-0.709849778,-0.88521718,-0.50073702,-0.700448389,-0.648348901,-0.892929704
coherent_long,0.01531,-0.29965449,-0.650604071,-0.312573053,-0.75988147,-0.335155113,-0.685905492,-0.334977729,-0.738081874
coherent_long,0.01532,-0.00333916835,-0.642471704,-0.0538932701,-0.990149325,-0.0345327145,-0.604338801,-0.15248037,-1.01284313
coherent_long,0.01533,0.167430065,-0.580726889,0.102108888,-0.845629467,0.280915459,-0.736124289,0.226507471,-0.681317533
coherent_long,0.01534,0.423283626,-0.483403975,0.452421288,-1.05358547,0.264707052,-0.486965814,0.569253177,-0.761582936
coherent_long,0.01535,0.622536331,-0.451487395,0.765427752,-0.573624503,0.526954431,-0.381215576,0.746683792,-0.358122165
coherent_long,0.01536,0.813447197,-0.154965012,0.932984596,-0.0970629517,0.6069927,-0.168990059,0.818831398,-0.391308512
coherent_long,0.01537,0.730402872,0.0338068356,0.972159739,-0.0856804102,0.514563594,-0.0574557821,1.16073882,-0.0917818578
coherent_long,0.01538,0.587920681,0.121548408,0.822223897,0.312295364,0.567447506,0.235484665,0.950058889,0.193361285
coherent_long,0.01539,0.547002091,0.332841059,0.595797364,0.441959679,0.599574963,0.270609438,0.623649609,0.646932558
coherent_long,0.0154,0.5395197,0.401919991,0.571552399,0.881842347,0.600487799,0.585956435,0.674656953,0.839643174
coherent_long,0.01541,0.0581889074,0.40944775,0.494211316,0.97041294,0.199996416,0.68982644,0.243662539,0.903875692
coherent_long,0.01542,-0.0482208633,0.771382038,0.138213658,0.886518164,0.203090705,0.740420152,-0.0780998421,0.916244051
coherent_long,0.01543,-0.259423942,0.836474542,-0.31074239,0.966003148,-0.213626391,0.78627088,-0.24147947,0.982137344
coherent_long,0.01544,-0.270020497,0.685170919,-0.602510482,0.794661552,-0.392160728,0.422674661,-0.350238658,0.626598293
coherent_long,0.01545,-0.622542942,0.447450893,-0.80205827,0.79082636,-0.437467862,0.507221822,-0.792651062,0.783043122
coherent_long,0.01546,-0.544299852,0.18130445,-1.00460857,0.282894816,-0.668956284,0.151737165,-0.881792212,0.232050909
coherent_long,0.01547,-0.677438757,0.0391378713,-1.19935121,0.0832353389,-0.638122,0.00714337574,-1.00388955,0.249621179
coherent_long,0.01548,-0.753402969,-0.089588333,-1.04441138,-0.262499225,-0.619415966,-0.192344269,-0.817517287,-0.0989714125
coherent_long,0.01549,-0.460711828,-0.197450083,-0.864456469,-0.535746928,-0.487465614,-0.472608871,-0.905894243,-0.42933842
coherent_long,0.0155,-0.546037195,-0.515144849,-0.485406678,-0.827650946,-0.227974597,-0.480095381,-0.7214776,-0.738423408
coherent_long,0.01551,-0.261377415,-0.502267461,-0.397203846,-1.00904348,-0.40340829,-0.643073963,-0.345099829,-0.846389562
coherent_long,0.01552,-0.150981494,-0.6398152,0.10192203,-0.995635257,0.00565266865,-0.600139204,-0.0588590877,-0.791157757
coherent_long,0.01553,0.204826409,-0.650758716,0.418975832,-1.01276013,0.16855651,-0.763711702,0.243323882,-0.940882943
coherent_long,0.01554,0.28717644,-0.544996324,0.611599678,-0.881174353,0.641045897,-0.704113347,0.505140142,-0.895012169
coherent_long,0.01555,0.542488697,-0.334025877,0.571340805,-0.547265166,0.393780103,-0.503226348,0.720201992,-0.634101424
coherent_long,0.01556,0.586435934,-0.378357484,0.748929368,-0.250292735,0.519536407,-0.179514882,0.812105594,-0.332920735
coherent_long,0.01557,0.627957471,0.143591679,1.1109427,-0.0494447088,0.685177498,-0.246805073,1.12982372,0.0841959211
coherent_long,0.01558,0.527719778,0.239768451,0.924659744,0.315784056,0.357329396,0.234239818,0.993476875,0.285148951
coherent_long,0.01559,0.708191961,0.493746473,0.735249,0.401390986,0.426167125,0.407011987,0.674873806,0.593491643
coherent_long,0.0156,0.364845162,0.365854755,0.691889861,0.798193253,0.471687351,0.777148185,0.552089877,0.702008124
coherent_long,0.01561,0.297610562,0.5096379,0.582341844,0.901945306,0.141771465,0.435371859,0.302855506,0.777684159
coherent_long,0.01562,-0.0414247441,0.71254507,0.0902084895,1.09052099,0.06022031,0.64374771,0.0321676592,0.955076063
coherent_long,0.01563,-0.0967799826,0.581262432,-0.245807423,0.808532817,-0.0458641919,0.431797792,-0.195992529,0.879648647
coherent_long,0.01564,-0.413548181,0.50508011,-0.545335839,0.766245046,-0.216530929,0.471137348,-0.554458909,0.689927497
coherent_long,0.01565,-0.582865695,0.428709857,-0.811009025,0.519122086,-0.517034752,0.357542123,-0.738800956,0.475927422
coherent_long,0.01566,-0.668702894,0.0680638496,-0.699387407,0.376140893,-0.678064603,0.226985266,-0.929043965,0.420647862
coherent_long,0.01567,-0.485230778,-0.0751619553,-0.908785393,0.098425711,-0.634378174,-0.0479790062,-0.976768813,-0.111278539
coherent_long,0.01568,-0.836835527,-0.254514506,-0.939168233,-0.403434765,-0.750767159,-0.193018597,-0.957916968,-0.0998953995
coherent_long,0.01569,-0.556974305,-0.440308038,-0.70309366,-0.539001038,-0.648854823,-0.423032898,-0.685570254,-0.537699534
coherent_long,0.0157,-0.313509327,-0.469863453,-0.571545418,-0.656707274,-0.334207054,-0.445224806,-0.710621271,-0.752905506
coherent_long,0.01571,-0.275839759,-0.616105978,-0.426538919,-1.02821451,-0.10175297,-0.589253864,-0.449588654,-0.978118053
coherent_long,0.01572,-0.0875494546,-0.564499341,-0.163398333,-0.875252538,0.0292673641,-0.646856889,0.244693962,-0.900578135
coherent_long,0.01573,0.257373147,-0.675194104,0.266948227,-1.11229187,0.0810641556,-0.653058341,0.359451956,-0.953010001
coherent_long,0.01574,0.390012922,-0.715017109,0.544986586,-0.988061491,0.277306012,-0.668649691,0.574248405,-0.844450848
coherent_long,0.01575,0.685322723,-0.579909626,0.659397597,-0.913985844,0.593069206,-0.481888651,0.823291724,-0.62060623
coherent_long,0.01576,0.627218825,-0.181968805,0.954034923,-0.368944509,0.681328901,-0.270048483,0.880191745,-0.245391136
coherent_long,0.01577,0.616981663,0.0632486724,0.965693285,-0.0916898952,0.686326325,-0.109747004,0.94978312,0.0214877902
coherent_long,0.01578,0.650614467,0.154669441,0.788564827,0.167289331,0.505843465,0.125950766,1.0592239,0.11884681
coherent_long,0.01579,0.545024441,0.440659985,0.827371565,0.34980638,0.499246197,0.280154714,0.842630702,0.593069908
coherent_long,0.0158,0.468188593,0.675332471,0.499433579,0.68780032,0.438354729,0.443714874,0.67579808,0.653311298
coherent_long,0.01581,0.369562769,0.70854252,0.253565897,0.87883738,0.240712885,0.549110309,0.335825054,0.817557572
coherent_long,0.01582,-0.00150476865,0.727104843,0.134031763,1.12026254,0.376834887,0.535099601,-0.0274118862,0.861336706
coherent_long,0.01583,-0.0795479734,0.617462836,-0.338708696,0.889423891,-0.347499581,0.652615002,-0.113913384,1.03584453
coherent_long,0.01584,-0.392808303,0.513292834,-0.475760667,0.89398932,-0.370208524,0.663197692,-0.446761257,0.964743393
coherent_long,0.01585,-0.536363945,0.310214422,-0.747324328,0.584201957,-0.360392042,0.271536957,-0.814132023,0.637522017
coherent_long,0.01586,-0.650128706,0.130703233,-0.983208681,0.444554296,-0.637341343,0.227565249,-0.687538524,0.328772562
coherent_long,0.01587,-0.519673041,0.155630983,-0.929942257,0.0802532231,-0.750554808,-0.0292068833,-1.08326686,-0.131005359
coherent_long,0.01588,-0.592287425,-0.0997657175,-0.914564898,-0.226722664,-0.529624432,-0.203608537,-0.870197925,-0.345542281
coherent_long,0.01589,-0.614181871,-0.512867918,-0.832636886,-0.465369915,-0.463157673,-0.368222943,-0.668719401,-0.541394806
coherent_long,0.0159,-0.364467646,-0.443675752,-0.509659394,-0.836706371,-0.39161303,-0.534756294,-0.593176649,-0.716420289
coherent_long,0.01591,-0.316904186,-0.731829842,-0.398435988,-1.0696532,-0.208410677,-0.630351034,-0.0812067476,-0.955071257
coherent_long,0.01592,-0.069542988,-0.589394959,-0.125828741,-1.04918167,0.0258404272,-0.639182535,-0.0712491173,-0.912525899
coherent_long,0.01593,0.220095831,-0.565885796,0.233295528,-0.837240212,0.0566689641,-0.766322628,0.246355913,-0.821544745
coherent_long,0.01594,0.464020385,-0.488099981,0.668994599,-0.795083914,0.476671891,-0.674130591,0.463271051,-0.645328605
coherent_long,0.01595,0.543120314,-0.525814369,0.61426698,-0.574130041,0.573282273,-0.321158857,0.647689298,-0.528911207
coherent_long,0.01596,0.55429378,-0.141509802,1.04250037,-0.496778928,0.54732371,-0.0996187927,0.94707998,-0.323905425
coherent_long,0.01597,0.671487349,-0.0186758275,0.91545104,-0.0819775468,0.698678664,0.0403284941,0.797620197,-0.077572883
coherent_long,0.01598,0.649731364,-0.0766060694,0.705068475,0.394048169,0.5524249,0.105904244,0.833939175,0.202214082
coherent_long,0.01599,0.449900434,0.429251312,0.916331539,0.620335434,0.503461264,0.407205843,0.921414343,0.564963362
coherent_long,0.016,0.464477781,0.522791972,0.708303604,0.842552765,0.374426866,0.646240197,0.580431985,0.70997402
coherent_long,0.01601,0.240220871,0.575794555,0.267235187,0.610147845,0.27341981,0.654408899,0.154810339,1.03778323
coherent_long,0.01602,-0.00126385505,0.632576444,0.0413733035,0.886598081,0.0258854073,0.650066869,0.232496642,1.03574038
coherent_long,0.01603,-0.226808098,0.571011805,-0.287687347,0.98298136,-0.111593526,0.653778461,-0.304639255,0.880818973
coherent_long,0.01604,-0.290160178,0.451929218,-0.601867279,1.01546405,-0.338952566,0.470472332,-0.511925045,0.854785926
coherent_long,0.01605,-0.676063137,0.348948048,-0.58446093,0.800380663,-0.6497207,0.274692292,-0.850543334,0.847610928
coherent_long,0.01606,-0.736915457,0.277385845,-0.891134726,0.261054132,-0.676312837,0.250774441,-0.882430985,0.318711279
coherent_long,0.01607,-0.609337032,-0.0645234435,-0.993603884,0.142229005,-0.664876182,0.131866563,-0.835020062,0.052230654
coherent_long,0.01608,-0.745444833,-0.03123098,-0.981986275,-0.245833361,-0.726298613,-0.429017244,-0.974623846,-0.0900100372
coherent_long,0.01609,-0.619872782,-0.311263455,-0.7987355,-0.628962366,-0.553994276,-0.247333802,-0.604874543,-0.531470282
coherent_long,0.0161,-0.572148221,-0.458703739,-0.745000932,-0.766716525,-0.533837737,-0.583637454,-0.640994278,-0.708600341
coherent_long,0.01611,-0.0979604805,-0.710939328,-0.47736836,-0.93841802,-0.152127487,-0.667330768,-0.347426519,-0.912248517
coherent_long,0.01612,0.0603207723,-0.605311084,0.158128263,-0.872697831,-0.468677188,-0.614390422,0.0363118642,-1.02707965
coherent_long,0.01613,0.156941058,-0.580275061,0.20199818,-1.00112254,0.259935224,-0.729193479,0.242320048,-1.12365059
coherent_long,0.01614,0.435574189,-0.359121602,0.275793242,-0.816896665,0.224507211,-0.771829742,0.561501877,-0.800098741
coherent_long,0.01615,0.494952861,-0.171000224,0.705054175,-0.603013088,0.5320411,-0.318059294,0.796227253,-0.678640702
coherent_long,0.01616,0.649457791,-0.0807740558,1.13562259,-0.538622834,0.533673182,-0.135191019,0.921040155,-0.280502512
coherent_long,0.01617,0.8251947,0.161416995,1.12690963,-0.126963363,0.657681464,-0.0239527557,0.825231653,0.128899831
coherent_long,0.01618,0.668431929,0.0646308116,0.917470319,0.119715574,0.714635655,0.207996413,0.748521278,0.243249255
coherent_long,0.01619,0.443011026,0.487978234,0.62746058,0.259013146,0.488135206,0.527972883,0.592790341,0.592593283
coherent_long,0.0162,0.505066253,0.574220746,0.577401475,0.559927951,0.462071316,0.583254291,0.376870089,0.559555809
coherent_long,0.01621,0.417813275,0.667853034,0.172769323,1.07739333,0.151675543,0.723932483,0.387214914,0.832935119
coherent_long,0.01622,0.153247972,0.648309964,0.107268644,0.850865491,0.00737102212,0.648999756,0.180009632,0.813808777
coherent_long,0.01623,-0.138064224,0.551677534,-0.340650341,0.974890342,-0.33086637,0.851081068,-0.209216469,1.02894397
coherent_long,0.01624,-0.531629044,0.639844542,-0.327986308,0.681530011,-0.429151261,0.59603693,-0.538645352,0.796126406
coherent_long,0.01625,-0.543433267,0.57868107,-0.780968048,0.690100261,-0.543894524,0.421810535,-0.743771875,0.557225014
coherent_long,0.01626,-0.420459151,0.109716918,-0.892692448,0.421976061,-0.472453604,0.42589087,-0.927302319,0.376382788
coherent_long,0.01627,-0.581143148,0.0415926877,-1.02620499,0.116124688,-0.771777119,0.0356164482,-1.02563461,0.142404754
coherent_long,0.01628,-0.762014425,-0.221045592,-0.849993797,-0.27599522,-0.869850835,-0.205099792,-0.85577755,-0.321862735
coherent_long,0.01629,-0.636243388,-0.53111656,-0.760796055,-0.50203394,-0.622394138,-0.192204039,-0.770344533,-0.553119837
coherent_long,0.0163,-0.424971011,-0.411664274,-0.700086064,-0.470127159,-0.545359531,-0.231731715,-0.605455649,-0.633537261
coherent_long,0.01631,-0.18298517,-0.601619259,-0.382011264,-1.05681355,-0.16700775,-0.616130751,-0.370197929,-0.91658867
coherent_long,0.01632,0.0859322283,-0.563044862,0.00327554388,-1.02825486,-0.0226053249,-0.566989154,-0.0239631253,-0.814233357
coherent_long,0.01633,0.203459748,-0.737069361,0.2434167,-1.07534732,0.00305660867,-0.58735747,0.153027895,-0.841537862
coherent_long,0.01634,0.41173533,-0.656360208,0.636141527,-0.823941099,0.354087844,-0.675496449,0.467363208,-0.92302202
coherent_long,0.01635,0.553573019,-0.263451358,0.81838251,-0.675445065,0.550373893,-0.494953026,0.749140538,-0.644723488
coherent_long,0.01636,0.594428663,-0.16955808,0.938259737,-0.379822297,0.512197242,-0.250548964,0.863090292,-0.336996233
coherent_long,0.01637,0.640319499,-0.139156091,0.97703974,0.00842065138,0.515904734,0.0497269497,0.827147507,0.00924341832
coherent_long,0.01638,0.776869758,0.0450305214,1.16600084,0.198318063,0.65447504,0.162987653,0.623870089,0.192951471
coherent_long,0.01639,0.579416473,0.378814662,0.899722431,0.60025469,0.526435459,0.561531411,0.851481241,0.55049128
coherent_long,0.0164,0.746379266,0.747822632,0.634602559,0.817737983,0.668712836,0.64664817,0.784902683,0.656927823
coherent_long,0.01641,0.238791325,0.811347653,0.534719787,0.895203572,0.295399525,0.660642504,0.523073988,1.01106759
coherent_long,0.01642,0.0287742628,0.683596855,-0.0912454015,1.0891455,0.0316043374,0.612052714,0.142690659,0.776097612
coherent_long,0.01643,-0.236691587,0.511007016,-0.243428473,1.06469538,-0.195496201,0.666725227,-0.330164707,0.993682185
coherent_long,0.01644,-0.138813929,0.647961029,-0.7086149,0.748373626,-0.283760556,0.650817746,-0.499212448,0.886187618
coherent_long,0.01645,-0.496281499,0.434830661,-0.724588829,0.752827248,-0.38280151,0.427036135,-0.84556368,0.649303344
coherent_long,0.01646,-0.50633572,0.206733904,-0.968059117,0.272884759,-0.786783744,0.155548353,-0.975334995,0.208068216
coherent_long,0.01647,-0.657200422,0.0990469038,-0.871487661,0.120043897,-0.659346889,-0.0814640996,-1.09109975,0.235694827
coherent_long,0.01648,-0.515417558,-0.288367509,-0.94676694,-0.427514121,-0.757130627,-0.341786869,-0.843053565,-0.167845769
coherent_long,0.01649,-0.775134901,-0.42815225,-0.751872201,-0.748414713,-0.649157594,-0.279894426,-0.692063417,-0.448783948
coherent_long,0.0165,-0.416069817,-0.550075792,-0.667715856,-0.958155693,-0.373237496,-0.574414351,-0.786513683,-0.807626673
coherent_long,0.01651,-0.173646698,-0.793937816,-0.248481573,-0.95477557,-0.408080125,-0.651072637,-0.41080809,-0.838348216
coherent_long,0.01652,-0.116644001,-0.85982045,0.107405918,-1.02553229,-0.0148512164,-0.673315876,-0.0672649019,-0.866735613
coherent_long,0.01653,0.21038407,-0.526054714,0.0639871974,-1.00443025,0.151312424,-0.605978616,0.141642247,-1.0544031
coherent_long,0.01654,0.371787735,-0.605569444,0.734178863,-0.789922884,0.356659035,-0.720380229,0.425766605,-0.814536173
coherent_long,0.01655,0.649503755,-0.340182684,0.650149995,-0.701909152,0.376025596,-0.455444969,0.714494474,-0.344023957
coherent_long,0.01656,0.555386316,-0.280681344,0.834756782,-0.183165224,0.719977845,-0.232066534,0.763844037,-0.163603112
coherent_long,0.01657,0.633229017,0.041406901,0.771990422,-0.181140522,0.595298487,-0.0846566856,0.984685739,-0.152594921
coherent_long,0.01658,0.701148532,0.172910889,1.03918425,0.255430721,0.517372475,0.310969999,0.743156652,0.189055928
coherent_long,0.01659,0.505685421,0.394686331,0.706560256,0.563074942,0.542454561,0.333272863,0.755123308,0.583315183
coherent_long,0.0166,0.408819865,0.562066327,0.62060639,0.762100627,0.476533102,0.412816242,0.661264245,0.657963604
