t_s,z_i_v,z_q_v,shunt_v
5.852051e-01,1.789491e-01,3.682613e-01,2.377027e-03
5.853271e-01,1.691492e-01,3.678635e-01,3.537320e-03
5.854492e-01,1.738572e-01,3.671643e-01,3.941539e-03
5.855713e-01,1.686557e-01,3.659199e-01,9.356742e-04
5.856934e-01,1.640805e-01,3.737143e-01,4.939502e-03
5.858154e-01,1.581640e-01,3.721863e-01,2.999884e-03
5.859375e-01,1.604659e-01,3.760185e-01,2.096430e-03
5.860596e-01,1.581517e-01,3.761671e-01,7.638004e-05
5.861816e-01,1.541197e-01,3.697482e-01,-4.617221e-04
5.863037e-01,1.488851e-01,3.808338e-01,2.008909e-04
5.864258e-01,1.433744e-01,3.832002e-01,-7.172270e-06
5.865479e-01,1.361254e-01,3.719254e-01,-3.726068e-03
5.866699e-01,1.449938e-01,3.781742e-01,5.012372e-03
5.867920e-01,1.337717e-01,3.852766e-01,4.854378e-04
5.869141e-01,1.259655e-01,3.913080e-01,-3.521774e-03
5.870361e-01,1.228451e-01,3.820349e-01,-1.756600e-03
5.871582e-01,1.256299e-01,3.791154e-01,-3.922165e-03
5.872803e-01,1.143017e-01,3.840890e-01,5.795382e-03
5.874023e-01,1.139761e-01,3.814981e-01,-1.479635e-03
5.875244e-01,1.115465e-01,3.883850e-01,-1.165230e-03
5.876465e-01,1.131581e-01,3.848058e-01,-2.675352e-03
5.877686e-01,1.015261e-01,3.935545e-01,4.536097e-03
5.878906e-01,9.637878e-02,3.926298e-01,2.174517e-03
5.880127e-01,9.680907e-02,3.930651e-01,5.797548e-03
5.881348e-01,8.649633e-02,3.948440e-01,1.136890e-03
5.882568e-01,8.483866e-02,3.903753e-01,1.961324e-03
5.883789e-01,8.575174e-02,3.988326e-01,2.914125e-04
5.885010e-01,8.020141e-02,3.922198e-01,-4.392590e-04
5.886230e-01,8.064015e-02,3.855389e-01,5.574628e-04
5.887451e-01,7.727792e-02,3.967303e-01,2.653516e-03
5.888672e-01,7.180056e-02,3.965869e-01,-2.599493e-04
5.889893e-01,7.107386e-02,3.924969e-01,-3.305688e-04
5.891113e-01,6.616906e-02,3.849610e-01,-5.538466e-03
5.892334e-01,6.076967e-02,3.995227e-01,2.388778e-03
5.893555e-01,6.291591e-02,3.909748e-01,-2.415984e-03
5.894775e-01,6.263633e-02,3.962206e-01,-1.486832e-03
5.895996e-01,4.576675e-02,4.023051e-01,-1.849648e-03
5.897217e-01,4.574255e-02,3.944168e-01,-2.115528e-03
5.898438e-01,3.963034e-02,3.931854e-01,1.550911e-03
5.899658e-01,3.582427e-02,4.103345e-01,6.986497e-03
5.900879e-01,3.498228e-02,3.992550e-01,3.620352e-03
5.902100e-01,3.119196e-02,3.962972e-01,-1.800716e-03
5.903320e-01,2.745543e-02,3.964310e-01,-7.312075e-03
5.904541e-01,2.507359e-02,3.957285e-01,-5.605843e-03
5.905762e-01,2.174295e-02,3.987315e-01,3.681938e-03
5.906982e-01,1.536463e-02,3.954572e-01,-2.978176e-03
5.908203e-01,1.094237e-02,4.004821e-01,4.892890e-03
5.909424e-01,9.445121e-03,3.881472e-01,-3.471280e-03
5.910645e-01,-9.397542e-05,4.061366e-01,4.578442e-04
5.911865e-01,5.045241e-03,3.941248e-01,-3.856481e-03
5.913086e-01,-4.472882e-03,3.979490e-01,-1.562171e-03
5.914307e-01,6.924163e-04,3.916860e-01,1.287475e-03
5.915527e-01,-1.287241e-02,4.003829e-01,1.479642e-04
5.916748e-01,-9.384547e-03,4.033864e-01,-2.655533e-03
5.917969e-01,-2.227987e-02,3.941377e-01,-3.262330e-03
5.919189e-01,-1.747490e-02,3.940052e-01,4.764145e-03
5.920410e-01,-2.255226e-02,3.995429e-01,1.042932e-03
5.921631e-01,-2.477504e-02,3.997264e-01,5.373685e-03
5.922852e-01,-3.176734e-02,3.942050e-01,1.508106e-03
5.924072e-01,-3.686496e-02,3.937102e-01,5.525601e-03
5.925293e-01,-3.421304e-02,3.945138e-01,-2.879358e-03
5.926514e-01,-4.257123e-02,3.993183e-01,-1.607998e-03
5.927734e-01,-4.045543e-02,4.023833e-01,9.972793e-04
5.928955e-01,-4.515888e-02,3.875405e-01,6.693989e-03
5.930176e-01,-5.156855e-02,3.873101e-01,8.115533e-04
5.931396e-01,-5.167437e-02,3.874399e-01,-1.801136e-04
5.932617e-01,-5.471123e-02,3.855783e-01,5.931947e-03
5.933838e-01,-6.274142e-02,3.945735e-01,-2.818025e-03
5.935059e-01,-6.651023e-02,3.985897e-01,-1.290849e-03
5.936279e-01,-6.875576e-02,3.901597e-01,-2.334823e-03
5.937500e-01,-7.735337e-02,3.848868e-01,6.594183e-03
5.938721e-01,-8.080660e-02,3.865185e-01,1.733210e-05
5.939941e-01,-7.734989e-02,3.905157e-01,-5.509034e-04
5.941162e-01,-8.478348e-02,3.874884e-01,1.885413e-03
5.942383e-01,-7.903187e-02,3.857745e-01,-2.381376e-03
5.943604e-01,-9.582645e-02,3.864683e-01,-2.257658e-03
5.944824e-01,-9.685528e-02,3.826935e-01,5.710177e-03
5.946045e-01,-1.036673e-01,3.745300e-01,1.928465e-03
5.947266e-01,-1.096474e-01,3.778194e-01,-1.523410e-03
5.948486e-01,-9.984761e-02,3.741002e-01,-3.918053e-03
5.949707e-01,-1.127436e-01,3.726607e-01,-2.552821e-03
5.950928e-01,-1.143517e-01,3.697783e-01,-2.295525e-03
5.952148e-01,-1.134501e-01,3.737901e-01,5.409883e-04
5.953369e-01,-1.157983e-01,3.681012e-01,4.143064e-04
5.954590e-01,-1.277567e-01,3.744061e-01,-1.513230e-03
5.955811e-01,-1.212694e-01,3.674636e-01,-1.413935e-04
5.957031e-01,-1.366375e-01,3.727251e-01,4.652552e-03
5.958252e-01,-1.299978e-01,3.744559e-01,2.012686e-03
5.959473e-01,-1.387778e-01,3.640046e-01,-1.656238e-03
5.960693e-01,-1.394508e-01,3.719389e-01,1.963749e-03
5.961914e-01,-1.349189e-01,3.654007e-01,1.228061e-04
5.963135e-01,-1.427801e-01,3.590686e-01,-2.536177e-03
5.964355e-01,-1.496122e-01,3.578563e-01,-1.704803e-03
5.965576e-01,-1.570333e-01,3.593034e-01,-2.080281e-03
5.966797e-01,-1.522694e-01,3.613652e-01,-2.823216e-03
5.968018e-01,-1.624880e-01,3.632648e-01,-2.395031e-03
5.969238e-01,-1.616518e-01,3.568837e-01,3.548862e-03
5.970459e-01,-1.576221e-01,3.590619e-01,8.240054e-04
5.971680e-01,-1.644461e-01,3.432759e-01,-1.485296e-03
5.972900e-01,-1.665361e-01,3.485967e-01,3.621046e-03
5.974121e-01,-1.783604e-01,3.478034e-01,-5.999848e-03
5.975342e-01,-1.781419e-01,3.418666e-01,5.567594e-03
5.976562e-01,-1.809727e-01,3.518827e-01,-3.967782e-03
5.977783e-01,-1.882767e-01,3.499596e-01,-1.866944e-03
5.979004e-01,-1.905755e-01,3.422378e-01,-5.083242e-03
5.980225e-01,-1.911299e-01,3.361897e-01,-1.181404e-04
5.981445e-01,-1.899942e-01,3.412313e-01,-1.300294e-03
5.982666e-01,-1.943851e-01,3.322533e-01,6.590460e-03
5.983887e-01,-1.944598e-01,3.378283e-01,2.663928e-03
5.985107e-01,-2.048530e-01,3.351892e-01,2.611422e-03
5.986328e-01,-2.127899e-01,3.289691e-01,-2.770766e-03
5.987549e-01,-2.074713e-01,3.283458e-01,1.083283e-03
5.988770e-01,-2.149237e-01,3.227326e-01,-2.815599e-03
5.989990e-01,-2.190327e-01,3.178900e-01,2.541260e-03
5.991211e-01,-2.194684e-01,3.214520e-01,3.053953e-03
5.992432e-01,-2.248657e-01,3.186059e-01,2.218301e-03
5.993652e-01,-2.235903e-01,3.058162e-01,-3.128929e-03
5.994873e-01,-2.289138e-01,3.162557e-01,-1.078995e-03
5.996094e-01,-2.314407e-01,3.116490e-01,5.453721e-03
5.997314e-01,-2.333307e-01,3.109892e-01,-1.373399e-03
5.998535e-01,-2.389031e-01,3.127825e-01,-4.709852e-03
5.999756e-01,-2.382367e-01,3.052722e-01,-3.181447e-03
6.000977e-01,-2.364757e-01,3.076012e-01,-1.633223e-03
6.002197e-01,-2.422796e-01,3.044060e-01,-6.004550e-03
6.003418e-01,-2.428099e-01,2.936081e-01,6.065620e-04
6.004639e-01,-2.474614e-01,3.000900e-01,3.522563e-04
6.005859e-01,-2.476514e-01,2.869764e-01,2.471468e-03
6.007080e-01,-2.442191e-01,2.934574e-01,2.166329e-03
6.008301e-01,-2.572444e-01,2.917712e-01,2.447223e-03
6.009521e-01,-2.605153e-01,2.888435e-01,-5.946581e-04
6.010742e-01,-2.577196e-01,2.891843e-01,-3.064833e-04
6.011963e-01,-2.547758e-01,2.746931e-01,1.749911e-03
6.013184e-01,-2.635865e-01,2.796081e-01,1.676053e-03
6.014404e-01,-2.712498e-01,2.817232e-01,7.204854e-04
6.015625e-01,-2.700357e-01,2.749450e-01,2.147300e-03
6.016846e-01,-2.812723e-01,2.727234e-01,-3.239083e-03
6.018066e-01,-2.768550e-01,2.673558e-01,-2.001217e-03
6.019287e-01,-2.825576e-01,2.652796e-01,5.455644e-04
6.020508e-01,-2.731095e-01,2.575922e-01,2.202053e-03
6.021729e-01,-2.847408e-01,2.581763e-01,-5.147932e-03
6.022949e-01,-2.850464e-01,2.539167e-01,4.487104e-04
6.024170e-01,-2.860197e-01,2.550078e-01,1.706773e-03
6.025391e-01,-2.955881e-01,2.554115e-01,-2.514470e-04
6.026611e-01,-2.928146e-01,2.427337e-01,-8.157002e-04
6.027832e-01,-2.962779e-01,2.534930e-01,1.338766e-03
6.029053e-01,-2.965602e-01,2.480703e-01,-5.728598e-04
6.030273e-01,-2.980496e-01,2.436425e-01,-1.239392e-03
6.031494e-01,-3.002910e-01,2.330522e-01,-6.930499e-04
6.032715e-01,-3.112758e-01,2.438747e-01,-3.150293e-04
6.033936e-01,-3.054955e-01,2.300725e-01,-1.812081e-03
6.035156e-01,-3.040194e-01,2.371191e-01,4.337791e-03
6.036377e-01,-3.117173e-01,2.291998e-01,5.141947e-03
6.037598e-01,-3.036352e-01,2.139257e-01,5.456549e-03
6.038818e-01,-3.109398e-01,2.201147e-01,1.648526e-03
6.040039e-01,-3.043478e-01,2.175034e-01,-2.128353e-03
6.041260e-01,-3.215128e-01,2.148388e-01,3.144388e-03
6.042480e-01,-3.122020e-01,2.108734e-01,-2.366981e-03
6.043701e-01,-3.177014e-01,2.120150e-01,2.719176e-03
6.044922e-01,-3.232234e-01,2.081496e-01,2.758732e-03
6.046143e-01,-3.238816e-01,2.013814e-01,4.313588e-04
6.047363e-01,-3.245062e-01,2.062752e-01,-1.983027e-03
6.048584e-01,-3.233073e-01,1.974205e-01,1.767246e-03
6.049805e-01,-3.259908e-01,1.911018e-01,4.414507e-03
6.051025e-01,-3.248862e-01,1.844119e-01,-1.399152e-03
6.052246e-01,-3.356733e-01,1.896115e-01,-8.686978e-03
6.053467e-01,-3.223921e-01,1.834526e-01,-1.961515e-04
6.054688e-01,-3.341031e-01,1.809270e-01,4.401963e-04
6.055908e-01,-3.347275e-01,1.827680e-01,1.190995e-03
6.057129e-01,-3.363122e-01,1.762055e-01,-9.765509e-04
6.058350e-01,-3.314020e-01,1.653078e-01,-1.295662e-03
6.059570e-01,-3.384684e-01,1.641000e-01,-1.895727e-03
6.060791e-01,-3.345111e-01,1.640648e-01,3.723135e-03
6.062012e-01,-3.388783e-01,1.642822e-01,9.921059e-04
6.063232e-01,-3.509896e-01,1.650001e-01,-2.716792e-03
6.064453e-01,-3.428481e-01,1.588259e-01,3.418424e-03
6.065674e-01,-3.417033e-01,1.495302e-01,1.069785e-03
6.066895e-01,-3.423675e-01,1.526090e-01,1.332265e-03
6.068115e-01,-3.478226e-01,1.447894e-01,1.226985e-03
6.069336e-01,-3.548089e-01,1.431470e-01,1.331937e-03
6.070557e-01,-3.514362e-01,1.423156e-01,8.508401e-04
6.071777e-01,-3.486173e-01,1.398129e-01,2.071523e-03
6.072998e-01,-3.548174e-01,1.393219e-01,3.022347e-03
6.074219e-01,-3.547278e-01,1.252313e-01,-7.358318e-05
6.075439e-01,-3.520379e-01,1.320841e-01,-4.003919e-03
6.076660e-01,-3.604995e-01,1.173858e-01,-1.656090e-05
6.077881e-01,-3.564375e-01,1.154348e-01,-3.414597e-03
6.079102e-01,-3.585959e-01,1.188155e-01,8.058291e-04
6.080322e-01,-3.611050e-01,1.145435e-01,8.215322e-04
6.081543e-01,-3.622761e-01,1.147939e-01,3.801174e-03
6.082764e-01,-3.584320e-01,1.087107e-01,6.706409e-03
6.083984e-01,-3.640752e-01,1.031456e-01,1.178052e-03
6.085205e-01,-3.679604e-01,9.281668e-02,4.155148e-04
6.086426e-01,-3.618296e-01,8.941978e-02,-7.005535e-05
6.087646e-01,-3.620623e-01,8.936281e-02,4.656756e-03
6.088867e-01,-3.615098e-01,9.013175e-02,1.129086e-03
6.090088e-01,-3.605070e-01,8.079076e-02,-2.090772e-03
6.091309e-01,-3.648139e-01,8.169742e-02,9.096424e-04
6.092529e-01,-3.671080e-01,7.310107e-02,6.973861e-03
6.093750e-01,-3.731994e-01,7.308038e-02,-1.870755e-03
6.094971e-01,-3.693285e-01,7.619895e-02,-2.307457e-03
6.096191e-01,-3.605565e-01,6.729294e-02,1.381586e-03
6.097412e-01,-3.732560e-01,6.913638e-02,1.357516e-03
6.098633e-01,-3.658732e-01,5.684817e-02,-8.243308e-05
6.099854e-01,-3.646746e-01,5.840820e-02,-2.215471e-04
6.101074e-01,-3.743881e-01,5.999221e-02,3.466911e-03
6.102295e-01,-3.639844e-01,4.483495e-02,-2.586803e-03
6.103516e-01,-3.725306e-01,4.125247e-02,-4.935888e-04
6.104736e-01,-3.782397e-01,5.275883e-02,2.968306e-03
6.105957e-01,-3.680414e-01,4.181588e-02,-3.316437e-03
6.107178e-01,-3.683669e-01,3.089945e-02,-6.085047e-04
6.108398e-01,-3.767435e-01,3.445176e-02,5.209390e-03
6.109619e-01,-3.733019e-01,3.265954e-02,-7.140892e-04
6.110840e-01,-3.734112e-01,3.196153e-02,4.384898e-04
6.112061e-01,-3.683132e-01,2.668765e-02,1.664619e-04
6.113281e-01,-3.776426e-01,2.167936e-02,-2.672217e-03
6.114502e-01,-3.688631e-01,1.764191e-02,3.360272e-03
6.115723e-01,-3.711946e-01,1.454982e-02,-3.704855e-03
6.116943e-01,-3.677928e-01,8.225778e-04,-6.150276e-03
6.118164e-01,-3.699329e-01,7.210213e-03,-6.463792e-04
6.119385e-01,-3.703860e-01,3.604422e-03,2.490315e-03
6.120605e-01,-3.719103e-01,1.736628e-03,-9.347647e-04
6.121826e-01,-3.763285e-01,-4.244458e-03,-5.054418e-03
6.123047e-01,-3.775348e-01,-8.551256e-03,4.756250e-03
6.124268e-01,-3.772557e-01,-4.973286e-03,4.439086e-03
6.125488e-01,-3.679360e-01,-1.905931e-02,-3.030641e-03
6.126709e-01,-3.693185e-01,-1.596152e-02,-6.791708e-03
6.127930e-01,-3.741838e-01,-2.609639e-02,4.197104e-03
6.129150e-01,-3.658753e-01,-2.303288e-02,2.538746e-03
6.130371e-01,-3.750304e-01,-2.819385e-02,-8.756567e-04
6.131592e-01,-3.686054e-01,-3.234738e-02,3.736755e-03
6.132812e-01,-3.648216e-01,-2.961694e-02,-1.699495e-03
6.134033e-01,-3.601349e-01,-4.419696e-02,-2.323664e-03
6.135254e-01,-3.602869e-01,-4.841247e-02,4.883029e-03
6.136475e-01,-3.676071e-01,-4.253067e-02,-2.345853e-03
6.137695e-01,-3.725436e-01,-4.030510e-02,-4.609604e-04
6.138916e-01,-3.654311e-01,-4.289804e-02,1.149236e-03
6.140137e-01,-3.659533e-01,-4.631872e-02,-4.708369e-04
6.141357e-01,-3.690596e-01,-6.713957e-02,-3.582981e-03
6.142578e-01,-3.658288e-01,-5.602609e-02,-1.417985e-03
6.143799e-01,-3.630322e-01,-6.405439e-02,-8.233236e-04
6.145020e-01,-3.639301e-01,-6.025726e-02,-9.907243e-04
6.146240e-01,-3.603136e-01,-6.173887e-02,1.219375e-03
6.147461e-01,-3.534641e-01,-7.526652e-02,-6.967325e-03
6.148682e-01,-3.574502e-01,-7.549881e-02,-1.972692e-03
6.149902e-01,-3.613448e-01,-7.970253e-02,3.038311e-03
6.151123e-01,-3.581361e-01,-8.926880e-02,2.259301e-03
6.152344e-01,-3.545735e-01,-8.884482e-02,4.083085e-04
6.153564e-01,-3.553059e-01,-9.786274e-02,1.976567e-03
6.154785e-01,-3.526171e-01,-9.587760e-02,-1.935625e-03
6.156006e-01,-3.561212e-01,-9.657874e-02,-2.257045e-03
6.157227e-01,-3.576665e-01,-1.007227e-01,-2.600149e-03
6.158447e-01,-3.565514e-01,-1.056930e-01,1.157103e-03
6.159668e-01,-3.529519e-01,-1.033567e-01,8.310538e-04
6.160889e-01,-3.543973e-01,-1.061489e-01,-1.834258e-03
6.162109e-01,-3.420794e-01,-1.119074e-01,2.780922e-04
6.163330e-01,-3.472170e-01,-1.172419e-01,-2.310023e-03
6.164551e-01,-3.417879e-01,-1.138529e-01,3.429001e-03
6.165771e-01,-3.375943e-01,-1.289124e-01,-1.115782e-03
6.166992e-01,-3.399355e-01,-1.277693e-01,4.396329e-03
6.168213e-01,-3.421233e-01,-1.271294e-01,-2.705542e-04
6.169434e-01,-3.457207e-01,-1.349760e-01,3.084001e-03
6.170654e-01,-3.411259e-01,-1.398348e-01,-2.409692e-03
6.171875e-01,-3.329034e-01,-1.330304e-01,1.878212e-03
6.173096e-01,-3.350134e-01,-1.372530e-01,1.505165e-03
6.174316e-01,-3.256337e-01,-1.481490e-01,1.396565e-03
6.175537e-01,-3.326239e-01,-1.417804e-01,-3.799865e-04
6.176758e-01,-3.306816e-01,-1.564992e-01,-1.949903e-03
6.177979e-01,-3.339515e-01,-1.508488e-01,2.151279e-03
6.179199e-01,-3.279197e-01,-1.516871e-01,-1.678732e-03
6.180420e-01,-3.283709e-01,-1.598710e-01,-1.747472e-03
6.181641e-01,-3.203950e-01,-1.638999e-01,1.745087e-03
6.182861e-01,-3.276970e-01,-1.663319e-01,-3.869268e-03
6.184082e-01,-3.247561e-01,-1.698590e-01,-3.078216e-03
6.185303e-01,-3.192784e-01,-1.744954e-01,-3.708768e-03
6.186523e-01,-3.217975e-01,-1.702146e-01,1.897291e-03
6.187744e-01,-3.211519e-01,-1.704291e-01,-3.588787e-03
6.188965e-01,-3.140595e-01,-1.848871e-01,4.665513e-04
6.190186e-01,-3.163909e-01,-1.806543e-01,1.025044e-03
6.191406e-01,-3.148666e-01,-1.853053e-01,-2.189166e-03
6.192627e-01,-3.056600e-01,-1.872314e-01,-4.280371e-03
6.193848e-01,-3.090639e-01,-1.893825e-01,-3.005240e-03
6.195068e-01,-3.114034e-01,-1.899937e-01,2.019057e-03
6.196289e-01,-3.119295e-01,-1.955277e-01,-5.423747e-03
6.197510e-01,-3.023469e-01,-2.022731e-01,3.596676e-04
6.198730e-01,-3.016752e-01,-2.136384e-01,2.548525e-03
6.199951e-01,-2.954356e-01,-2.038534e-01,3.271012e-03
6.201172e-01,-3.006847e-01,-2.054173e-01,3.178785e-03
6.202393e-01,-2.943107e-01,-2.095262e-01,1.916965e-03
6.203613e-01,-2.962226e-01,-2.145764e-01,2.063788e-03
6.204834e-01,-2.967663e-01,-2.097963e-01,-4.547902e-03
6.206055e-01,-2.944411e-01,-2.199978e-01,3.850687e-03
6.207275e-01,-2.839370e-01,-2.150632e-01,2.309322e-03
6.208496e-01,-2.816906e-01,-2.243463e-01,-3.184186e-03
6.209717e-01,-2.792333e-01,-2.288965e-01,4.821501e-03
6.210938e-01,-2.775173e-01,-2.234605e-01,6.608230e-04
6.212158e-01,-2.746264e-01,-2.324134e-01,1.968932e-03
6.213379e-01,-2.714993e-01,-2.297745e-01,2.421598e-03
6.214600e-01,-2.753257e-01,-2.365649e-01,-5.727864e-04
6.215820e-01,-2.728347e-01,-2.328856e-01,8.141218e-03
6.217041e-01,-2.720580e-01,-2.382541e-01,-1.876067e-03
6.218262e-01,-2.688223e-01,-2.421640e-01,7.124853e-04
6.219482e-01,-2.681935e-01,-2.456291e-01,-5.111733e-03
6.220703e-01,-2.683985e-01,-2.435899e-01,8.913651e-03
6.221924e-01,-2.659544e-01,-2.582404e-01,-1.896118e-03
6.223145e-01,-2.530373e-01,-2.549348e-01,4.025305e-03
6.224365e-01,-2.609191e-01,-2.487673e-01,-6.347050e-03
6.225586e-01,-2.470511e-01,-2.479025e-01,1.161790e-03
6.226807e-01,-2.540881e-01,-2.576707e-01,1.413634e-03
6.228027e-01,-2.523684e-01,-2.559850e-01,-2.010965e-03
6.229248e-01,-2.458424e-01,-2.637524e-01,1.748669e-03
6.230469e-01,-2.484350e-01,-2.612155e-01,-2.492877e-03
6.231689e-01,-2.401814e-01,-2.645743e-01,2.515689e-05
6.232910e-01,-2.376075e-01,-2.704980e-01,1.798180e-03
6.234131e-01,-2.368754e-01,-2.796192e-01,-6.049155e-04
6.235352e-01,-2.319927e-01,-2.702081e-01,-1.213195e-03
6.236572e-01,-2.375545e-01,-2.773815e-01,-9.733118e-04
6.237793e-01,-2.294658e-01,-2.763209e-01,3.775864e-03
6.239014e-01,-2.246312e-01,-2.793919e-01,9.612298e-05
6.240234e-01,-2.254530e-01,-2.825503e-01,-1.506817e-04
6.241455e-01,-2.143513e-01,-2.814616e-01,3.240376e-03
6.242676e-01,-2.125461e-01,-2.850287e-01,5.218127e-03
6.243896e-01,-2.153490e-01,-2.852309e-01,2.034099e-03
6.245117e-01,-2.103500e-01,-2.873162e-01,3.206328e-03
6.246338e-01,-2.068130e-01,-2.868909e-01,-4.689989e-04
6.247559e-01,-2.093395e-01,-2.857171e-01,5.474819e-03
6.248779e-01,-2.006866e-01,-2.914640e-01,-3.163932e-03
6.250000e-01,-2.003572e-01,-2.920385e-01,-1.120300e-05
6.251221e-01,-1.975826e-01,-2.925245e-01,-4.607158e-04
6.252441e-01,-1.942408e-01,-2.916528e-01,-5.477191e-03
6.253662e-01,-1.873455e-01,-2.977386e-01,1.114293e-03
6.254883e-01,-1.909574e-01,-3.031538e-01,-2.414948e-03
6.256104e-01,-1.840478e-01,-3.012943e-01,-7.819766e-04
6.257324e-01,-1.852462e-01,-3.018079e-01,-1.325717e-03
6.258545e-01,-1.838432e-01,-2.964148e-01,6.185951e-05
6.259766e-01,-1.687356e-01,-3.028444e-01,-2.876943e-03
6.260986e-01,-1.739970e-01,-3.109658e-01,1.787638e-03
6.262207e-01,-1.717212e-01,-3.126319e-01,5.242208e-03
6.263428e-01,-1.667186e-01,-3.060467e-01,-4.070315e-03
6.264648e-01,-1.598394e-01,-3.149175e-01,-1.443527e-04
6.265869e-01,-1.615475e-01,-3.108963e-01,1.935167e-03
6.267090e-01,-1.612574e-01,-3.167347e-01,1.298518e-04
6.268311e-01,-1.532753e-01,-3.147298e-01,-2.299412e-03
6.269531e-01,-1.542081e-01,-3.208900e-01,-4.764624e-03
6.270752e-01,-1.590296e-01,-3.153081e-01,-7.358206e-03
6.271973e-01,-1.504348e-01,-3.248618e-01,-7.490682e-03
6.273193e-01,-1.436660e-01,-3.248064e-01,5.173108e-04
6.274414e-01,-1.407916e-01,-3.236055e-01,-1.170730e-03
6.275635e-01,-1.397601e-01,-3.163283e-01,4.294076e-03
6.276855e-01,-1.421624e-01,-3.248919e-01,-2.649866e-03
6.278076e-01,-1.268086e-01,-3.298188e-01,2.462066e-03
6.279297e-01,-1.267947e-01,-3.321411e-01,-5.016091e-05
6.280518e-01,-1.250977e-01,-3.350082e-01,-1.072284e-03
6.281738e-01,-1.151707e-01,-3.321796e-01,-3.261950e-03
6.282959e-01,-1.225761e-01,-3.283712e-01,-2.798273e-03
6.284180e-01,-1.160942e-01,-3.326292e-01,-3.244033e-03
6.285400e-01,-1.097755e-01,-3.314867e-01,-1.725892e-03
6.286621e-01,-1.108819e-01,-3.299451e-01,-8.021106e-04
6.287842e-01,-1.110801e-01,-3.288920e-01,4.866566e-03
6.289062e-01,-1.067365e-01,-3.343013e-01,2.823208e-03
6.290283e-01,-1.041624e-01,-3.349680e-01,-1.849088e-03
6.291504e-01,-1.056213e-01,-3.416133e-01,3.380525e-03
6.292725e-01,-9.562831e-02,-3.316281e-01,2.754402e-03
6.293945e-01,-9.477898e-02,-3.435534e-01,-4.722103e-03
6.295166e-01,-8.711388e-02,-3.341404e-01,1.946893e-03
6.296387e-01,-8.589578e-02,-3.419137e-01,1.472357e-03
6.297607e-01,-9.021999e-02,-3.408441e-01,6.996359e-04
6.298828e-01,-7.236278e-02,-3.446098e-01,9.927874e-04
6.300049e-01,-7.361505e-02,-3.411877e-01,3.124961e-04
6.301270e-01,-7.249108e-02,-3.333808e-01,2.533059e-03
6.302490e-01,-7.303160e-02,-3.435453e-01,-1.987325e-03
6.303711e-01,-5.794556e-02,-3.390908e-01,-2.953231e-03
6.304932e-01,-6.443618e-02,-3.447863e-01,-4.768133e-03
6.306152e-01,-6.112320e-02,-3.493654e-01,-4.843678e-03
6.307373e-01,-5.635945e-02,-3.482208e-01,-4.602477e-04
6.308594e-01,-5.490122e-02,-3.415904e-01,-4.418315e-04
6.309814e-01,-5.038932e-02,-3.535971e-01,1.597225e-03
6.311035e-01,-4.897993e-02,-3.424411e-01,6.801339e-03
6.312256e-01,-5.089515e-02,-3.487693e-01,1.973199e-03
6.313477e-01,-3.491078e-02,-3.463110e-01,3.578662e-03
6.314697e-01,-3.362529e-02,-3.429837e-01,1.241356e-03
6.315918e-01,-3.446067e-02,-3.462485e-01,2.175843e-03
6.317139e-01,-3.225853e-02,-3.496262e-01,2.021891e-03
6.318359e-01,-2.403799e-02,-3.444999e-01,3.682504e-03
6.319580e-01,-2.253339e-02,-3.528544e-01,-2.543780e-03
6.320801e-01,-1.940936e-02,-3.507683e-01,2.355786e-03
6.322021e-01,-1.658915e-02,-3.532471e-01,4.027757e-03
6.323242e-01,-1.294226e-02,-3.452143e-01,-1.474034e-03
6.324463e-01,-1.888187e-02,-3.439056e-01,1.108972e-04
6.325684e-01,-1.023088e-02,-3.388210e-01,2.036169e-03
6.326904e-01,-1.498204e-03,-3.437122e-01,1.584316e-03
6.328125e-01,-4.207901e-03,-3.527502e-01,1.188934e-03
6.329346e-01,1.104378e-03,-3.428016e-01,-1.190578e-03
6.330566e-01,8.320830e-03,-3.500026e-01,-1.685870e-03
6.331787e-01,5.329465e-03,-3.462212e-01,-3.031415e-03
6.333008e-01,1.280655e-02,-3.413844e-01,-1.596637e-03
6.334229e-01,1.063133e-02,-3.504134e-01,1.786613e-03
6.335449e-01,7.293685e-03,-3.490457e-01,1.290969e-04
6.336670e-01,2.192966e-02,-3.415686e-01,-1.629498e-03
6.337891e-01,2.406561e-02,-3.420238e-01,1.300328e-03
6.339111e-01,2.836763e-02,-3.387138e-01,2.253582e-03
6.340332e-01,2.960441e-02,-3.433754e-01,-2.720633e-03
6.341553e-01,3.774701e-02,-3.402822e-01,-4.861400e-04
6.342773e-01,3.348433e-02,-3.460693e-01,-1.120611e-03
6.343994e-01,4.448498e-02,-3.481780e-01,-7.099114e-04
6.345215e-01,4.755884e-02,-3.377306e-01,-5.618555e-03
6.346436e-01,4.812199e-02,-3.444021e-01,5.231805e-04
6.347656e-01,4.654560e-02,-3.423372e-01,3.819723e-03
6.348877e-01,5.257786e-02,-3.392705e-01,9.266434e-04
6.350098e-01,4.864956e-02,-3.372954e-01,-6.495280e-04
6.351318e-01,4.880914e-02,-3.398777e-01,1.173984e-02
6.352539e-01,6.363963e-02,-3.381169e-01,8.992750e-04
6.353760e-01,6.251175e-02,-3.301556e-01,-2.120029e-03
6.354980e-01,5.852441e-02,-3.416825e-01,1.692883e-03
