t_s,mic_v,accel_m_s2,force_n
3.543091e-02,-4.041870e-01,-3.118370e-01,-1.251924e-03
3.546143e-02,-7.440906e-01,-5.082065e-01,-1.650629e-03
3.549194e-02,-3.436422e-01,-2.493541e-01,1.800758e-03
3.552246e-02,-3.877039e-02,-1.071751e-02,6.539235e-04
3.555298e-02,1.598909e-01,1.102631e-01,1.479678e-03
3.558350e-02,7.313695e-01,4.811005e-01,-5.057938e-04
3.561401e-02,5.945355e-01,4.126429e-01,-5.121847e-03
3.564453e-02,-1.583519e-01,-8.100098e-02,-1.351363e-03
3.567505e-02,-2.873722e-01,-1.781518e-01,9.356264e-05
3.570557e-02,-4.363531e-01,-3.008295e-01,-3.122209e-03
3.573608e-02,-6.444891e-01,-4.510454e-01,-1.204276e-03
3.576660e-02,-9.704977e-02,-6.395727e-02,1.065008e-03
3.579712e-02,5.159226e-01,3.304188e-01,3.268010e-03
3.582764e-02,5.358679e-01,3.358778e-01,-9.757493e-04
3.585815e-02,3.668708e-01,2.497304e-01,4.164263e-03
3.588867e-02,1.846584e-01,1.417754e-01,9.675654e-04
3.591919e-02,-2.978666e-01,-2.085016e-01,3.003798e-03
3.594971e-02,-7.853244e-01,-5.439383e-01,-4.390414e-03
3.598022e-02,-4.184472e-01,-2.839014e-01,-3.719156e-03
3.601074e-02,7.199971e-02,2.794715e-04,8.323366e-04
3.604126e-02,1.433689e-01,9.464563e-02,-2.099840e-03
3.607178e-02,6.087373e-01,4.142880e-01,2.777082e-03
3.610229e-02,6.650964e-01,4.473623e-01,7.119615e-04
3.613281e-02,-9.037206e-02,-5.714939e-02,-1.052609e-03
3.616333e-02,-4.025448e-01,-2.556940e-01,2.497685e-03
3.619385e-02,-3.988602e-01,-3.067796e-01,-3.784387e-03
3.622437e-02,-5.388076e-01,-3.890009e-01,-8.784762e-05
3.625488e-02,-1.818065e-01,-1.124840e-01,1.786763e-03
3.628540e-02,4.588525e-01,3.598899e-01,-1.231296e-03
3.631592e-02,6.406745e-01,4.614908e-01,-8.451058e-04
3.634644e-02,3.112465e-01,2.385746e-01,-6.892237e-04
3.637695e-02,1.232361e-01,8.431919e-02,-2.715739e-04
3.640747e-02,-1.910862e-01,-1.564592e-01,-1.548828e-03
3.643799e-02,-7.597199e-01,-5.278555e-01,3.124892e-04
3.646851e-02,-4.960162e-01,-3.671318e-01,-6.504946e-04
3.649902e-02,1.395158e-01,1.115341e-01,1.308256e-03
3.652954e-02,1.915038e-01,1.611414e-01,5.241639e-05
3.656006e-02,4.931932e-01,3.844336e-01,4.107420e-05
3.659058e-02,6.837692e-01,4.351022e-01,-1.860337e-03
3.662109e-02,-5.128720e-03,2.635429e-02,-2.266413e-03
3.665161e-02,-4.852303e-01,-3.390405e-01,1.578427e-03
3.668213e-02,-4.411519e-01,-3.237022e-01,1.473804e-03
3.671265e-02,-4.480924e-01,-2.886289e-01,-2.973908e-03
3.674316e-02,-2.299378e-01,-1.291650e-01,7.204871e-04
3.677368e-02,3.903718e-01,2.687742e-01,2.920459e-03
3.680420e-02,7.129541e-01,5.389731e-01,9.532840e-04
3.683472e-02,3.478166e-01,2.335745e-01,7.975038e-04
3.686523e-02,6.878039e-03,-4.373600e-02,1.794397e-03
3.689575e-02,-1.345137e-01,-9.266470e-02,2.184724e-03
3.692627e-02,-6.924499e-01,-4.550324e-01,1.175690e-03
3.695679e-02,-6.006192e-01,-4.320544e-01,3.785830e-03
3.698730e-02,1.430822e-01,1.056243e-01,-1.659093e-03
3.701782e-02,3.111963e-01,2.125974e-01,-2.747599e-03
3.704834e-02,4.138412e-01,3.375666e-01,6.150386e-04
3.707886e-02,6.272518e-01,4.365237e-01,1.027252e-03
3.710938e-02,1.132033e-01,8.443449e-02,-4.498519e-03
3.713989e-02,-4.970430e-01,-3.518034e-01,1.299441e-03
3.717041e-02,-5.433632e-01,-3.862487e-01,-5.526811e-04
3.720093e-02,-3.485001e-01,-2.426424e-01,4.405681e-04
3.723145e-02,-1.829421e-01,-1.026421e-01,-2.758499e-03
3.726196e-02,2.550461e-01,1.857982e-01,-7.513372e-04
3.729248e-02,7.547041e-01,5.279154e-01,3.540155e-03
3.732300e-02,4.332466e-01,2.719110e-01,3.382125e-03
3.735352e-02,-9.864608e-02,-6.208032e-02,2.406595e-04
3.738403e-02,-1.387447e-01,-8.979186e-02,1.257090e-03
3.741455e-02,-5.963561e-01,-3.909359e-01,2.493844e-03
3.744507e-02,-6.742978e-01,-5.152165e-01,1.729689e-03
3.747559e-02,8.468925e-02,8.840870e-02,1.164664e-03
3.750610e-02,3.971840e-01,2.645197e-01,5.406968e-04
3.753662e-02,4.151040e-01,2.863222e-01,-1.095499e-03
3.756714e-02,5.224318e-01,3.608222e-01,-1.061559e-03
3.759766e-02,1.697916e-01,1.416922e-01,1.857709e-03
3.762817e-02,-4.514418e-01,-2.929337e-01,1.255604e-03
3.765869e-02,-6.281932e-01,-4.371382e-01,1.181173e-03
3.768921e-02,-3.131211e-01,-2.415213e-01,-2.282951e-04
3.771973e-02,-1.053670e-01,-5.898340e-02,1.387427e-03
3.775024e-02,1.675126e-01,1.258368e-01,-3.582750e-05
3.778076e-02,7.488594e-01,5.181663e-01,1.140436e-03
3.781128e-02,4.907266e-01,3.494606e-01,7.859814e-04
3.784180e-02,-1.522638e-01,-1.110364e-01,-2.463907e-04
3.787231e-02,-2.202941e-01,-1.396269e-01,-3.371276e-03
3.790283e-02,-4.785507e-01,-3.462478e-01,-2.275317e-04
3.793335e-02,-6.659141e-01,-4.713628e-01,2.803820e-03
3.796387e-02,-1.728435e-02,2.032595e-02,2.836786e-03
3.799438e-02,4.585024e-01,2.947502e-01,-2.350064e-04
3.802490e-02,4.508066e-01,3.289138e-01,-4.046505e-03
3.805542e-02,4.112885e-01,2.794122e-01,-3.035301e-03
3.808594e-02,2.007858e-01,1.469053e-01,-3.382797e-03
3.811646e-02,-3.636500e-01,-2.670602e-01,4.920196e-03
3.814697e-02,-7.193913e-01,-4.826738e-01,1.050669e-03
3.817749e-02,-3.257444e-01,-2.547571e-01,-8.562624e-04
3.820801e-02,3.282842e-02,-2.718473e-03,3.177726e-04
3.823853e-02,1.306408e-01,1.092474e-01,-1.154858e-03
3.826904e-02,6.673188e-01,4.637011e-01,-3.388686e-04
3.829956e-02,5.975218e-01,4.403730e-01,5.244397e-04
3.833008e-02,-1.245609e-01,-1.053792e-01,2.133530e-03
3.836060e-02,-3.164900e-01,-2.478867e-01,-1.906086e-03
3.839111e-02,-4.345056e-01,-2.677208e-01,6.804641e-04
3.842163e-02,-6.038579e-01,-4.221545e-01,-3.274259e-03
3.845215e-02,-1.154348e-01,-6.610222e-02,5.912090e-03
3.848267e-02,4.838271e-01,3.403635e-01,8.270454e-04
3.851318e-02,5.385523e-01,3.861934e-01,-8.499956e-04
3.854370e-02,3.365819e-01,2.671396e-01,-1.640086e-04
3.857422e-02,1.655690e-01,1.214984e-01,6.210146e-05
3.860474e-02,-2.574429e-01,-1.943065e-01,-3.206787e-04
3.863525e-02,-7.607451e-01,-4.862122e-01,1.204201e-03
3.866577e-02,-4.260715e-01,-2.948502e-01,1.127962e-03
3.869629e-02,1.146659e-01,8.883290e-02,-1.721608e-03
3.872681e-02,1.556501e-01,1.221338e-01,9.879505e-04
3.875732e-02,5.523713e-01,4.151573e-01,3.350010e-03
3.878784e-02,6.315962e-01,4.564457e-01,-2.296907e-03
3.881836e-02,-5.531321e-02,-3.164951e-02,-7.541405e-04
3.884888e-02,-4.233023e-01,-2.910921e-01,2.387027e-03
3.887939e-02,-3.961600e-01,-2.567179e-01,-1.871187e-04
3.890991e-02,-4.842117e-01,-3.203359e-01,1.636119e-04
3.894043e-02,-1.904167e-01,-1.365733e-01,1.408840e-03
3.897095e-02,4.189524e-01,2.442394e-01,-2.735283e-03
3.900146e-02,6.359304e-01,4.627488e-01,-3.032374e-03
3.903198e-02,3.247558e-01,2.624357e-01,1.669739e-03
3.906250e-02,7.168149e-02,8.331974e-03,1.791470e-03
3.909302e-02,-1.752669e-01,-7.505484e-02,9.675882e-04
3.912354e-02,-7.299906e-01,-5.009955e-01,2.771517e-03
3.915405e-02,-5.151367e-01,-3.665039e-01,-6.010841e-03
3.918457e-02,1.271688e-01,1.137279e-01,6.746133e-04
3.921509e-02,2.457082e-01,1.162572e-01,-1.155917e-03
3.924561e-02,4.621585e-01,3.039347e-01,2.984911e-03
3.927612e-02,6.246374e-01,4.334207e-01,6.612563e-04
3.930664e-02,4.562212e-02,4.579734e-02,2.010013e-03
3.933716e-02,-4.520984e-01,-3.131027e-01,1.188961e-03
3.936768e-02,-4.490884e-01,-3.183866e-01,-1.928315e-03
3.939819e-02,-3.913904e-01,-3.014654e-01,-1.509694e-03
3.942871e-02,-1.911597e-01,-1.389205e-01,-7.034497e-04
3.945923e-02,3.124476e-01,2.328184e-01,-2.288934e-03
3.948975e-02,7.064242e-01,4.898634e-01,-7.857403e-04
3.952026e-02,3.365737e-01,2.494619e-01,2.955026e-04
3.955078e-02,-2.265409e-03,-7.314707e-03,-1.378943e-05
3.958130e-02,-1.452629e-01,-1.134502e-01,7.621318e-04
3.961182e-02,-6.355573e-01,-4.206623e-01,2.332678e-03
3.964233e-02,-5.940672e-01,-4.405353e-01,4.471718e-03
3.967285e-02,1.279922e-01,5.242751e-02,-5.399751e-03
3.970337e-02,3.108388e-01,2.097570e-01,1.255818e-03
3.973389e-02,4.070000e-01,3.104362e-01,-3.628524e-03
3.976440e-02,5.616810e-01,4.395320e-01,-3.204072e-04
3.979492e-02,1.328577e-01,1.297414e-01,-1.959385e-03
3.982544e-02,-4.674330e-01,-3.208342e-01,6.137825e-04
3.985596e-02,-5.399403e-01,-4.027886e-01,9.223473e-04
3.988647e-02,-3.289877e-01,-2.338331e-01,3.590142e-03
3.991699e-02,-1.552758e-01,-1.120010e-01,-1.113740e-03
3.994751e-02,2.335992e-01,1.571052e-01,3.440633e-03
3.997803e-02,7.125922e-01,5.280963e-01,-1.550093e-03
4.000854e-02,4.285096e-01,3.107864e-01,5.397125e-05
4.003906e-02,-8.555648e-02,-6.084802e-02,-2.208855e-03
4.006958e-02,-1.599965e-01,-1.299121e-01,1.296925e-03
4.010010e-02,-5.140194e-01,-3.155643e-01,2.446956e-03
4.013062e-02,-6.377578e-01,-4.556206e-01,1.675250e-03
4.016113e-02,4.609688e-02,1.379577e-02,-1.223818e-03
4.019165e-02,4.128048e-01,2.771751e-01,1.256427e-03
4.022217e-02,4.137206e-01,2.430812e-01,2.182615e-03
4.025269e-02,4.850740e-01,3.358836e-01,-6.612235e-04
4.028320e-02,1.858177e-01,1.502484e-01,-3.988968e-03
4.031372e-02,-4.010377e-01,-2.992493e-01,-4.168996e-04
4.034424e-02,-6.315635e-01,-4.364139e-01,1.947577e-04
4.037476e-02,-3.203606e-01,-1.707427e-01,-1.242781e-03
4.040527e-02,-6.851112e-02,-6.754859e-02,-1.147546e-03
4.043579e-02,1.502294e-01,1.176433e-01,-3.756986e-04
4.046631e-02,6.585023e-01,4.835085e-01,-5.584810e-04
4.049683e-02,5.129161e-01,3.442244e-01,-1.532550e-03
4.052734e-02,-1.455315e-01,-1.002601e-01,1.236478e-03
4.055786e-02,-2.512186e-01,-1.471440e-01,-1.629910e-03
4.058838e-02,-4.340397e-01,-3.320389e-01,1.175211e-03
4.061890e-02,-6.081595e-01,-4.408968e-01,-2.359216e-03
4.064941e-02,-6.502341e-02,-7.109365e-02,-2.012425e-03
4.067993e-02,4.657919e-01,3.295792e-01,6.102228e-05
4.071045e-02,4.813628e-01,2.946079e-01,2.443110e-03
4.074097e-02,3.651413e-01,2.689740e-01,-1.986012e-03
4.077148e-02,1.831898e-01,1.359869e-01,6.719305e-04
4.080200e-02,-3.129183e-01,-2.241984e-01,2.110628e-05
4.083252e-02,-7.118335e-01,-4.910424e-01,6.585243e-04
4.086304e-02,-3.553212e-01,-2.255874e-01,-5.307021e-04
4.089355e-02,3.950643e-02,-1.185968e-04,-9.880805e-04
4.092407e-02,1.307839e-01,1.013741e-01,1.566346e-04
4.095459e-02,5.807333e-01,4.151049e-01,1.941338e-03
4.098511e-02,6.051647e-01,4.214816e-01,-2.078621e-03
4.101562e-02,-9.728413e-02,-6.118632e-02,2.316846e-03
4.104614e-02,-3.430726e-01,-2.163395e-01,-1.363271e-03
4.107666e-02,-3.855125e-01,-2.896533e-01,6.794631e-03
4.110718e-02,-5.238333e-01,-3.724094e-01,1.737914e-03
4.113770e-02,-1.371406e-01,-8.150377e-02,3.164756e-04
4.116821e-02,4.503382e-01,2.999651e-01,2.077853e-03
4.119873e-02,5.619826e-01,4.004190e-01,-4.477141e-03
4.122925e-02,3.193844e-01,2.696840e-01,3.520318e-03
4.125977e-02,1.336484e-01,9.138617e-02,-2.048020e-03
4.129028e-02,-2.011800e-01,-1.420315e-01,2.214361e-03
4.132080e-02,-7.019217e-01,-4.985830e-01,9.067764e-04
4.135132e-02,-4.372391e-01,-2.920028e-01,1.918646e-03
4.138184e-02,1.000391e-01,3.856241e-02,-3.356808e-04
4.141235e-02,1.656900e-01,1.043569e-01,-1.143641e-04
4.144287e-02,4.760212e-01,3.416427e-01,6.154516e-04
4.147339e-02,6.107893e-01,4.164278e-01,3.609503e-03
4.150391e-02,-3.099422e-02,-2.224969e-02,-2.883340e-03
4.153442e-02,-3.966728e-01,-2.934087e-01,-2.378555e-03
4.156494e-02,-4.060872e-01,-2.923885e-01,-4.275555e-03
4.159546e-02,-4.374935e-01,-2.797250e-01,-9.299651e-04
4.162598e-02,-2.059987e-01,-1.230246e-01,2.156540e-03
4.165649e-02,3.749809e-01,2.560226e-01,9.553105e-04
4.168701e-02,6.519843e-01,4.855632e-01,1.628497e-03
4.171753e-02,3.143321e-01,2.019276e-01,1.349835e-03
4.174805e-02,3.382291e-02,4.372734e-02,-2.818287e-03
4.177856e-02,-1.466719e-01,-8.883844e-02,5.940024e-04
4.180908e-02,-6.582140e-01,-5.018326e-01,3.060369e-03
4.183960e-02,-5.179287e-01,-3.960544e-01,1.695516e-03
4.187012e-02,1.277177e-01,7.925485e-02,-2.739109e-04
4.190063e-02,2.454737e-01,1.973377e-01,-4.066495e-03
4.193115e-02,3.988121e-01,3.029581e-01,7.484064e-04
4.196167e-02,5.701586e-01,3.931217e-01,-1.890776e-03
4.199219e-02,5.310850e-02,2.071884e-02,1.208417e-03
4.202271e-02,-4.406649e-01,-3.126590e-01,1.608263e-03
4.205322e-02,-4.755144e-01,-3.010198e-01,1.198815e-03
4.208374e-02,-3.376843e-01,-2.597237e-01,-2.521772e-03
4.211426e-02,-1.882344e-01,-1.289363e-01,1.251634e-04
4.214478e-02,3.018594e-01,1.982808e-01,-3.462880e-03
4.217529e-02,6.950780e-01,4.776636e-01,-5.692606e-04
4.220581e-02,3.477116e-01,2.361515e-01,1.775134e-03
4.223633e-02,-5.220007e-02,-2.898690e-02,-1.433011e-03
4.226685e-02,-1.391970e-01,-9.346610e-02,1.946741e-03
4.229736e-02,-5.626073e-01,-4.078560e-01,-2.529312e-03
4.232788e-02,-5.767913e-01,-4.204732e-01,3.805654e-04
4.235840e-02,7.653054e-02,2.473719e-02,9.485695e-04
4.238892e-02,3.403836e-01,2.372798e-01,3.831672e-03
4.241943e-02,3.811660e-01,2.589176e-01,-2.288706e-03
4.244995e-02,5.010103e-01,3.729689e-01,-4.866109e-04
4.248047e-02,1.370081e-01,9.762267e-02,4.489737e-04
4.251099e-02,-4.134622e-01,-2.762804e-01,1.930687e-03
4.254150e-02,-5.454290e-01,-3.936062e-01,4.074841e-03
4.257202e-02,-2.971586e-01,-2.177196e-01,-2.019369e-03
4.260254e-02,-1.231295e-01,-1.182512e-01,1.969976e-03
4.263306e-02,2.161458e-01,1.634710e-01,-3.136105e-03
4.266357e-02,6.696196e-01,4.290255e-01,6.076945e-04
4.269409e-02,4.224336e-01,2.944340e-01,3.982890e-03
4.272461e-02,-1.155732e-01,-7.226648e-02,3.958206e-03
4.275513e-02,-1.936647e-01,-1.549162e-01,-4.910234e-04
4.278564e-02,-4.681164e-01,-3.411289e-01,-3.259203e-03
4.281616e-02,-6.017254e-01,-4.066758e-01,-1.983807e-03
4.284668e-02,4.359498e-03,1.702228e-02,1.140856e-03
4.287720e-02,3.976988e-01,3.029633e-01,2.269128e-03
4.290771e-02,4.104379e-01,2.758817e-01,-3.435505e-04
4.293823e-02,4.108407e-01,2.816088e-01,-4.796163e-03
4.296875e-02,1.808196e-01,1.101887e-01,8.635729e-04
4.299927e-02,-3.831596e-01,-2.405824e-01,4.027538e-03
4.302979e-02,-6.301714e-01,-4.786994e-01,1.240721e-03
4.306030e-02,-2.955462e-01,-1.916639e-01,-4.892858e-05
4.309082e-02,-2.044218e-02,-3.265597e-02,-9.669695e-04
4.312134e-02,1.327293e-01,1.181016e-01,3.347754e-04
4.315186e-02,6.229482e-01,4.368610e-01,-6.573369e-04
4.318237e-02,5.250541e-01,3.325896e-01,2.974850e-03
4.321289e-02,-1.086240e-01,-3.585895e-02,-3.094806e-03
4.324341e-02,-2.653614e-01,-1.474705e-01,-3.540857e-03
4.327393e-02,-4.087103e-01,-2.770023e-01,-8.370133e-04
4.330444e-02,-5.820307e-01,-3.766910e-01,4.233347e-03
4.333496e-02,-8.777195e-02,-6.313190e-02,3.361131e-04
4.336548e-02,4.398619e-01,3.159930e-01,-1.303947e-03
4.339600e-02,4.713699e-01,3.117291e-01,-4.177147e-04
4.342651e-02,3.373426e-01,2.802717e-01,1.454004e-03
4.345703e-02,1.791161e-01,1.200321e-01,-3.023871e-06
4.348755e-02,-2.684560e-01,-1.810526e-01,1.531419e-03
4.351807e-02,-6.813495e-01,-4.513555e-01,2.684364e-03
4.354858e-02,-3.621385e-01,-2.488195e-01,-2.520784e-04
4.357910e-02,3.924893e-02,1.403256e-03,-6.750860e-04
4.360962e-02,1.640372e-01,9.250197e-02,-3.816701e-03
4.364014e-02,5.182458e-01,4.257316e-01,1.864232e-03
4.367065e-02,5.691131e-01,4.168358e-01,8.467223e-04
4.370117e-02,-7.877708e-02,-5.355166e-02,-3.345000e-03
4.373169e-02,-3.490463e-01,-2.431403e-01,5.867378e-04
4.376221e-02,-3.917787e-01,-2.468566e-01,-2.583632e-05
4.379272e-02,-4.910131e-01,-3.355507e-01,4.991735e-04
4.382324e-02,-1.358061e-01,-1.263044e-01,-2.453974e-03
4.385376e-02,4.033521e-01,2.904783e-01,1.642441e-03
4.388428e-02,5.692708e-01,3.682024e-01,-3.409862e-04
4.391479e-02,2.895270e-01,1.600028e-01,2.120558e-03
4.394531e-02,1.026667e-01,8.745260e-02,1.027975e-03
4.397583e-02,-1.875030e-01,-1.297215e-01,-1.997707e-03
4.400635e-02,-6.532553e-01,-4.578184e-01,3.242020e-04
4.403687e-02,-4.375258e-01,-3.119675e-01,-4.985461e-04
4.406738e-02,9.709643e-02,7.589503e-02,-1.840448e-03
4.409790e-02,2.053286e-01,1.364456e-01,2.120230e-03
4.412842e-02,4.532157e-01,3.115536e-01,2.129367e-03
4.415894e-02,5.910465e-01,3.790338e-01,1.755511e-03
4.418945e-02,2.706226e-02,-5.485235e-04,-4.060727e-03
4.421997e-02,-4.003216e-01,-3.038501e-01,5.001500e-04
4.425049e-02,-3.947842e-01,-2.393344e-01,-1.659434e-03
4.428101e-02,-3.988881e-01,-2.661179e-01,2.034657e-04
4.431152e-02,-1.892999e-01,-1.550625e-01,-2.153040e-03
4.434204e-02,3.491933e-01,2.430193e-01,-1.297698e-03
4.437256e-02,6.079462e-01,4.225036e-01,-1.534620e-04
4.440308e-02,3.029894e-01,2.450892e-01,-3.456328e-03
4.443359e-02,1.952731e-03,2.910799e-02,4.957981e-04
4.446411e-02,-1.559088e-01,-1.141987e-01,-1.356474e-03
4.449463e-02,-6.120004e-01,-3.700055e-01,-2.180151e-03
4.452515e-02,-5.125991e-01,-3.869742e-01,1.106210e-03
4.455566e-02,1.034599e-01,8.124537e-02,-2.487015e-03
4.458618e-02,2.698077e-01,1.704267e-01,-1.543433e-03
4.461670e-02,3.919720e-01,2.657713e-01,-4.188251e-04
4.464722e-02,5.386443e-01,3.919389e-01,-2.499774e-03
4.467773e-02,9.452714e-02,4.787206e-02,-4.982139e-03
4.470825e-02,-4.280128e-01,-3.005707e-01,-3.515750e-03
4.473877e-02,-4.684177e-01,-3.395726e-01,5.982081e-05
4.476929e-02,-3.198510e-01,-2.321670e-01,3.922569e-03
4.479980e-02,-1.534600e-01,-1.344294e-01,-1.510011e-03
4.483032e-02,2.458046e-01,1.576388e-01,9.831920e-04
4.486084e-02,6.432097e-01,4.624954e-01,4.425634e-03
4.489136e-02,3.634960e-01,2.830855e-01,-1.510982e-04
4.492188e-02,-5.159668e-02,-4.956674e-02,1.884337e-03
4.495239e-02,-1.494436e-01,-9.771405e-02,3.357301e-03
4.498291e-02,-5.106299e-01,-3.555769e-01,-1.456644e-04
4.501343e-02,-5.768966e-01,-3.948472e-01,-2.138520e-03
4.504395e-02,4.692895e-02,5.008435e-02,6.682345e-04
4.507446e-02,3.540223e-01,2.448905e-01,-2.078702e-03
4.510498e-02,3.696539e-01,2.417309e-01,1.984854e-03
4.513550e-02,4.581333e-01,3.107744e-01,3.269599e-03
4.516602e-02,1.544901e-01,1.527330e-01,1.633154e-03
4.519653e-02,-3.910422e-01,-3.007531e-01,-9.311974e-04
4.522705e-02,-5.601795e-01,-3.876899e-01,-3.467673e-03
4.525757e-02,-2.885274e-01,-1.659760e-01,2.467960e-05
4.528809e-02,-9.232735e-02,-5.271861e-02,1.311073e-03
4.531860e-02,1.850966e-01,8.633489e-02,2.146307e-03
4.534912e-02,6.359441e-01,4.347866e-01,-1.056925e-04
4.537964e-02,4.530014e-01,3.255298e-01,-1.884795e-03
4.541016e-02,-1.086449e-01,-6.428969e-02,1.385047e-03
4.544067e-02,-2.056562e-01,-1.568442e-01,5.558379e-04
4.547119e-02,-4.391727e-01,-3.086286e-01,2.840883e-03
4.550171e-02,-5.574704e-01,-3.994316e-01,-2.526686e-03
4.553223e-02,-2.986709e-02,3.718269e-03,8.717088e-04
4.556274e-02,4.111958e-01,2.928554e-01,-1.078821e-03
4.559326e-02,4.057720e-01,2.828462e-01,-2.697561e-03
4.562378e-02,3.914534e-01,2.588188e-01,8.347208e-05
4.565430e-02,1.594886e-01,1.590819e-01,2.030090e-03
4.568481e-02,-3.207368e-01,-2.539727e-01,-3.183833e-04
4.571533e-02,-6.221516e-01,-4.220835e-01,1.604096e-03
4.574585e-02,-2.954067e-01,-2.316014e-01,1.568672e-03
4.577637e-02,-2.599897e-02,-7.101876e-03,-8.105177e-04
4.580688e-02,1.457970e-01,1.057361e-01,3.295120e-04
4.583740e-02,5.675030e-01,3.903235e-01,-9.720991e-04
4.586792e-02,5.278691e-01,3.714814e-01,-2.485041e-03
4.589844e-02,-1.097098e-01,-7.118128e-02,2.341637e-03
4.592896e-02,-2.806175e-01,-2.224694e-01,-2.862373e-03
4.595947e-02,-3.832832e-01,-2.743446e-01,-2.545328e-04
4.598999e-02,-5.133100e-01,-3.698900e-01,-3.502984e-03
4.602051e-02,-1.153967e-01,-7.853868e-02,2.330016e-03
4.605103e-02,4.074915e-01,3.148738e-01,-6.341541e-04
4.608154e-02,4.692098e-01,3.367568e-01,-9.550317e-04
4.611206e-02,2.946084e-01,1.747162e-01,-3.798336e-04
4.614258e-02,1.461581e-01,1.350806e-01,-8.491303e-04
4.617310e-02,-2.412965e-01,-2.096151e-01,2.814275e-03
4.620361e-02,-6.242871e-01,-4.291075e-01,1.096626e-03
4.623413e-02,-3.717981e-01,-2.749212e-01,-8.425871e-05
4.626465e-02,5.870450e-02,2.136797e-02,-1.037016e-03
4.629517e-02,1.468577e-01,1.086696e-01,-2.592299e-04
4.632568e-02,4.828427e-01,3.205460e-01,-2.891695e-04
4.635620e-02,5.518502e-01,3.549068e-01,9.392178e-05
4.638672e-02,-5.635041e-02,-6.477631e-02,1.383858e-03
4.641724e-02,-3.424537e-01,-2.614671e-01,-5.931189e-04
4.644775e-02,-3.868989e-01,-3.050995e-01,-1.098640e-03
4.647827e-02,-4.344558e-01,-3.152185e-01,2.489727e-03
4.650879e-02,-1.600263e-01,-1.090272e-01,-6.490157e-04
4.653931e-02,3.693469e-01,2.613640e-01,2.537350e-03
4.656982e-02,5.452047e-01,3.942166e-01,-1.410170e-03
4.660034e-02,2.832324e-01,2.123270e-01,-4.498297e-04
4.663086e-02,6.760636e-02,2.418672e-02,4.782397e-05
4.666138e-02,-1.856793e-01,-1.193836e-01,1.437882e-03
4.669189e-02,-6.216041e-01,-4.373477e-01,-2.251124e-03
4.672241e-02,-4.502034e-01,-3.457312e-01,-9.330738e-05
4.675293e-02,1.018605e-01,6.209906e-02,2.173997e-03
4.678345e-02,2.108689e-01,1.302397e-01,-3.118630e-03
4.681396e-02,4.083394e-01,2.677027e-01,-1.116341e-03
4.684448e-02,5.438379e-01,3.608698e-01,-6.423214e-04
4.687500e-02,4.507568e-02,7.185348e-02,1.548084e-03
4.690552e-02,-3.877960e-01,-2.825790e-01,-2.732824e-04
4.693604e-02,-3.895964e-01,-2.891643e-01,9.881308e-04
4.696655e-02,-3.644462e-01,-2.343956e-01,1.930819e-03
4.699707e-02,-1.564510e-01,-1.175260e-01,3.043749e-06
4.702759e-02,3.008295e-01,2.161582e-01,-5.806396e-04
4.705811e-02,6.036334e-01,4.295671e-01,1.441175e-03
4.708862e-02,3.097128e-01,2.471648e-01,-1.453426e-03
4.711914e-02,5.483872e-05,-1.489721e-02,2.269347e-03
4.714966e-02,-1.319967e-01,-6.094159e-02,4.021344e-03
4.718018e-02,-5.505719e-01,-3.877251e-01,-2.850408e-03
4.721069e-02,-5.191870e-01,-3.596316e-01,-4.752431e-03
4.724121e-02,8.415348e-02,8.421079e-02,-2.745235e-03
4.727173e-02,2.818891e-01,2.193388e-01,-8.631647e-05
4.730225e-02,3.703432e-01,2.522681e-01,-2.596608e-03
4.733276e-02,5.017726e-01,3.147530e-01,-8.703206e-04
4.736328e-02,9.820149e-02,7.743011e-02,-2.974112e-04
4.739380e-02,-4.150438e-01,-3.012760e-01,-1.700399e-03
4.742432e-02,-4.942671e-01,-3.130033e-01,3.971765e-04
4.745483e-02,-2.686092e-01,-1.827076e-01,-1.378359e-03
4.748535e-02,-1.171210e-01,-1.215626e-01,8.244695e-05
4.751587e-02,2.128768e-01,1.793941e-01,4.645227e-04
4.754639e-02,6.277381e-01,4.530045e-01,1.660934e-03
4.757690e-02,3.706308e-01,2.392512e-01,8.314208e-04
4.760742e-02,-6.729234e-02,-3.489649e-02,-1.810325e-03
4.763794e-02,-1.536575e-01,-1.119888e-01,7.381985e-04
4.766846e-02,-4.567965e-01,-3.286397e-01,-1.082090e-03
4.769897e-02,-5.297758e-01,-3.813106e-01,2.102461e-03
4.772949e-02,2.590784e-02,2.961097e-02,3.570788e-03
4.776001e-02,3.551469e-01,2.831439e-01,7.562705e-04
4.779053e-02,3.686780e-01,2.237087e-01,-2.366576e-03
4.782104e-02,4.178577e-01,2.952245e-01,1.559894e-03
4.785156e-02,1.564133e-01,1.395663e-01,-8.739869e-04
4.788208e-02,-3.648272e-01,-2.435667e-01,-4.620818e-04
4.791260e-02,-5.415309e-01,-3.821451e-01,-2.084484e-03
4.794312e-02,-2.845927e-01,-1.734077e-01,4.893261e-04
4.797363e-02,-6.660910e-02,-8.967923e-02,8.644254e-04
4.800415e-02,1.551853e-01,1.315513e-01,6.071766e-04
4.803467e-02,5.993817e-01,4.252071e-01,-2.367469e-03
4.806519e-02,4.392289e-01,3.035094e-01,2.781284e-03
4.809570e-02,-1.050610e-01,-4.824307e-02,2.121842e-03
4.812622e-02,-2.097014e-01,-1.555916e-01,1.604165e-04
